ANO_ELEICAO_ANALISE,ESFERA,variavel,grupo_a,grupo_b,n_a,n_b,media_a,media_b,diferenca_media,teste,estatistica,p_valor
2022,estadual,pct_receita_pessoa_fisica,True,False,536,14006,0.0,0.0,0.0,t_welch,,
2022,estadual,pct_receita_recursos_proprios,True,False,536,14006,0.04667620922718782,0.07416249259475996,-0.02748628336757214,t_welch,-3.983584252810637,7.615723811099018e-05
2022,estadual,log_receita_total,True,False,677,16670,7.9838518098628,8.857468385513485,-0.8736165756506846,t_welch,-5.146163632982666,3.423551497716703e-07
2022,estadual,log_despesa_contratada,True,False,677,16670,7.02606639325143,8.070397004149655,-1.0443306108982249,t_welch,-5.5280856035563035,4.511129366363848e-08
2022,federal,receita_total,True,False,406,10467,205463.25618226602,327168.1049890131,-121704.84880674709,t_welch,-4.922319192914973,1.1866929727918438e-06
2022,federal,receita_publica,True,False,406,10467,189669.74766009854,283312.18393713573,-93642.4362770372,t_welch,-4.037087927087696,6.33502831546158e-05
2022,federal,receita_pessoa_fisica,True,False,406,10467,0.0,0.0,0.0,t_welch,,
2022,federal,receita_recursos_proprios,True,False,406,10467,1141.1525369458127,7452.7288707366015,-6311.576333790788,t_welch,-13.002116525431703,5.080120692506026e-37
2022,federal,receita_partido_ou_candidato,True,False,406,10467,193164.7715763547,289791.6911416834,-96626.91956532869,t_welch,-4.078539835313312,5.338226215691382e-05
2022,federal,receita_estimavel,True,False,406,10467,10207.017413793104,13596.589151619373,-3389.571737826269,t_welch,-1.8068995172168714,0.07144312603944268
2022,federal,despesa_contratada,True,False,406,10467,196454.7989408867,318915.22323110735,-122460.42429022063,t_welch,-5.114200921122775,4.586016854249516e-07
2022,federal,despesa_paga,True,False,406,10467,0.0,0.0,0.0,t_welch,,
2022,federal,doadores_distintos,True,False,406,10467,2.938423645320197,5.996465080729913,-3.058041435409716,t_welch,-9.950329321633314,5.353601767615652e-22
2022,federal,pct_receita_publica,True,False,342,9104,0.8530923130538738,0.8349748706511314,0.01811744240274238,t_welch,1.0723769963579888,0.28425702373697476
2022,federal,pct_receita_pessoa_fisica,True,False,342,9104,0.0,0.0,0.0,t_welch,,
2022,federal,pct_receita_recursos_proprios,True,False,342,9104,0.026325225002101483,0.044509143514471605,-0.018183918512370122,t_welch,-2.545529314178282,0.011305413032151148
2022,federal,log_receita_total,True,False,406,10467,8.961776657212344,9.80923995390779,-0.8474632966954463,t_welch,-3.877135839603309,0.00012198648721586175
2022,federal,log_despesa_contratada,True,False,406,10467,8.058007130519446,9.243758470257902,-1.1857513397384558,t_welch,-4.667480715492085,4.070468234356214e-06
2024,municipal,receita_total,True,False,14264,417768,6908.269318564217,7370.471389239961,-462.2020706757439,t_welch,-1.2528567398689165,0.2102775342357245
2024,municipal,receita_publica,True,False,14264,417768,4879.061423864273,4754.515244729132,124.54617913514085,t_welch,0.3494323198467186,0.7267697603325811
2024,municipal,receita_pessoa_fisica,True,False,14264,417768,0.0,0.0,0.0,t_welch,,
2024,municipal,receita_recursos_proprios,True,False,14264,417768,511.1225168255749,664.0551992972175,-152.93268247164264,t_welch,-7.972067331813706,1.6654241574336022e-15
2024,municipal,receita_partido_ou_candidato,True,False,14264,417768,5239.421532529445,5118.660632264798,120.76090026464772,t_welch,0.3379434284376004,0.735410624430881
2024,municipal,receita_estimavel,True,False,14264,417768,1203.6153659562533,1230.0039721807318,-26.388606224478508,t_welch,-0.696153103604427,0.4863437373339186
2024,municipal,despesa_contratada,True,False,14264,417768,5642.935063095906,6077.476483048007,-434.541419952101,t_welch,-1.2453292354522618,0.21303034528157355
2024,municipal,despesa_paga,True,False,14264,417768,0.0,0.0,0.0,t_welch,,
2024,municipal,doadores_distintos,True,False,14264,417768,2.0337212563095908,2.1873839068573946,-0.15366265054780381,t_welch,-5.860929593497007,4.696197660139846e-09
2024,municipal,pct_receita_publica,True,False,11532,351417,0.40639606443658705,0.41059393970115293,-0.004197875264565887,t_welch,-1.0026397407231655,0.31605446943704746
2024,municipal,pct_receita_pessoa_fisica,True,False,11532,351417,0.0,0.0,0.0,t_welch,,
2024,municipal,pct_receita_recursos_proprios,True,False,11532,351417,0.1677971919019064,0.18254149053100058,-0.014744298629094182,t_welch,-5.005553571984989,5.647145311402327e-07
2024,municipal,log_receita_total,True,False,14264,417768,6.245459995472425,6.574882486809177,-0.32942249133675183,t_welch,-11.59165503088199,6.134885993120999e-31
2024,municipal,log_despesa_contratada,True,False,14264,417768,4.592424560965425,4.986801614093429,-0.39437705312800464,t_welch,-11.398342576969204,5.637310480058087e-30
