comparacao,ANO_ELEICAO_ANALISE,ESFERA,tipo_receita,variavel,grupo_a,grupo_b,n_a,n_b,media_a,media_b,diferenca_media,teste,estatistica,p_valor
cristaos_vs_nao_cristaos,2018,federal,Recursos de Financiamento Coletivo,pct_receita_tipo,True,False,302,8690,0.0025315949351661917,0.008620175317657745,-0.006088580382491553,t_welch,-3.565652101736317,0.00040899714153894715
cristaos_vs_nao_cristaos,2018,federal,Doacoes pela Internet,pct_receita_tipo,True,False,302,8690,0.0,0.00033451339992157886,-0.00033451339992157886,t_welch,-2.8342696873018975,0.0046036494676924165
cristaos_vs_nao_cristaos,2020,municipal,Recursos proprios,pct_receita_tipo,True,False,17350,501346,0.17407215730872502,0.19828324005420678,-0.024211082745481755,t_welch,-9.729133605055306,2.560000261253988e-22
cristaos_vs_nao_cristaos,2020,municipal,Recursos de pessoas fisicas,pct_receita_tipo,True,False,17350,501346,0.19044825930440468,0.20164652927859678,-0.011198269974192099,t_welch,-4.384012435127408,1.1715348743770521e-05
cristaos_vs_nao_cristaos,2020,municipal,Recursos de Financiamento Coletivo,pct_receita_tipo,True,False,17350,501346,0.0003563173871837006,0.001059627230495634,-0.0007033098433119334,t_welch,-7.339585828401834,2.219588471739134e-13
cristaos_vs_nao_cristaos,2020,municipal,Doacoes pela Internet,pct_receita_tipo,True,False,17350,501346,2.2402644206779525e-05,6.349352963666358e-05,-4.109088542988406e-05,t_welch,-2.2519584005623217,0.024332475952052315
cristaos_vs_nao_cristaos,2022,estadual,Recursos proprios,pct_receita_tipo,True,False,677,16670,0.036954871707197454,0.0623107301309063,-0.025355858423708848,t_welch,-4.581375029833787,5.380548270103222e-06
cristaos_vs_nao_cristaos,2022,estadual,Recursos de pessoas fisicas,pct_receita_tipo,True,False,677,16670,0.08893625540278652,0.1071806157230402,-0.018244360320253686,t_welch,-2.073032431309674,0.03851684990017752
cristaos_vs_nao_cristaos,2022,estadual,Recursos de Financiamento Coletivo,pct_receita_tipo,True,False,677,16670,0.0004570952860903898,0.0037007010419259495,-0.0032436057558355596,t_welch,-9.92116352919234,5.393275434845678e-23
cristaos_vs_nao_cristaos,2022,estadual,Doacoes pela Internet,pct_receita_tipo,True,False,677,16670,0.0,5.212269305861219e-05,-5.212269305861219e-05,t_welch,-2.198306803836484,0.027940945118431412
cristaos_vs_nao_cristaos,2022,federal,Recursos proprios,pct_receita_tipo,True,False,406,10467,0.022175435839208644,0.03871321702070789,-0.016537781181499244,t_welch,-2.7347865043778703,0.006485935633573085
cristaos_vs_nao_cristaos,2022,federal,Recursos de Financiamento Coletivo,pct_receita_tipo,True,False,406,10467,0.0011924484254892662,0.0049087398137555825,-0.0037162913882663163,t_welch,-4.6448000440012756,3.9792856037369624e-06
cristaos_vs_nao_cristaos,2022,federal,Recursos de origens nao identificadas,pct_receita_tipo,True,False,406,10467,3.886320008983755e-06,0.0001503385872686347,-0.00014645226725965095,t_welch,-2.345988104040125,0.01899513540865398
cristaos_vs_nao_cristaos,2024,municipal,Recursos proprios,pct_receita_tipo,True,False,14264,417768,0.13565880657689178,0.15354977637811568,-0.0178909698012239,t_welch,-7.30237620308667,2.966402306519363e-13
cristaos_vs_nao_cristaos,2024,municipal,Recursos de pessoas fisicas,pct_receita_tipo,True,False,14264,417768,0.1654008938374065,0.1794054405397055,-0.014004546702299003,t_welch,-5.264681600202842,1.4233318905613576e-07
cristaos_vs_nao_cristaos,2024,municipal,Recursos de Financiamento Coletivo,pct_receita_tipo,True,False,14264,417768,0.000142821419769975,0.0006122968816758783,-0.0004694754619059033,t_welch,-9.791010188228668,1.3432464791867637e-22
