comparacao,ANO_ELEICAO_ANALISE,ESFERA,tipo_despesa,variavel,teste,n_grupos_validos,estatistica,p_valor
cristaos_direita_centro_esquerda,2012,municipal,Locacao/cessao de bens imoveis,pct_despesa_tipo,anova_um_fator,3,1.0234822071253407,0.35937245916077926
cristaos_direita_centro_esquerda,2012,municipal,Agua,valor_despesa,anova_um_fator,3,1.4412359415642175,0.23667559282799389
cristaos_direita_centro_esquerda,2012,municipal,Agua,pct_despesa_tipo,anova_um_fator,3,0.8978162976891533,0.4074855074362852
cristaos_direita_centro_esquerda,2012,municipal,Locacao/cessao de bens moveis,valor_despesa,anova_um_fator,3,1.1452121917855769,0.3181907662930829
cristaos_direita_centro_esquerda,2012,municipal,Locacao/cessao de bens moveis,pct_despesa_tipo,anova_um_fator,3,0.9279469300870639,0.39539262771822076
cristaos_direita_centro_esquerda,2012,municipal,Baixa de Estimaveis - Pre-instalacao fisica de comite de campanha de candidato,valor_despesa,anova_um_fator,3,2.948410108493921,0.052460523447320544
cristaos_direita_centro_esquerda,2012,municipal,Baixa de Estimaveis - Pre-instalacao fisica de comite de campanha de candidato,pct_despesa_tipo,anova_um_fator,3,1.7170052482810694,0.1796468191067709
cristaos_direita_centro_esquerda,2012,municipal,"Baixa de Estimaveis - Encargos financeiros, taxas bancarias e/ou op. cartao de credito",valor_despesa,anova_um_fator,3,0.8051439342025247,0.4470474468574044
cristaos_direita_centro_esquerda,2012,municipal,"Baixa de Estimaveis - Encargos financeiros, taxas bancarias e/ou op. cartao de credito",pct_despesa_tipo,anova_um_fator,3,0.9497523727075425,0.3868655415009746
cristaos_direita_centro_esquerda,2012,municipal,Publicidade por telemarketing,valor_despesa,anova_um_fator,3,0.23792875096617438,0.7882625271179459
cristaos_direita_centro_esquerda,2012,municipal,Publicidade por telemarketing,pct_despesa_tipo,anova_um_fator,3,0.28666734964850904,0.7507665098544053
cristaos_direita_centro_esquerda,2012,municipal,Reembolsos de gastos realizados por eleitores,valor_despesa,anova_um_fator,3,1.3834620606093326,0.25074859894532975
cristaos_direita_centro_esquerda,2012,municipal,Reembolsos de gastos realizados por eleitores,pct_despesa_tipo,anova_um_fator,3,1.3834620606093289,0.2507485989453307
cristaos_direita_centro_esquerda,2012,municipal,Baixa de Estimaveis - Correspondencias e despesas postais,valor_despesa,anova_um_fator,3,0.6738628294320235,0.5097548114443039
cristaos_direita_centro_esquerda,2012,municipal,Baixa de Estimaveis - Correspondencias e despesas postais,pct_despesa_tipo,anova_um_fator,3,2.8817597173352936,0.05607439846849316
cristaos_direita_centro_esquerda,2012,municipal,Baixa de Estimaveis - Eventos de promocao da candidatura,valor_despesa,anova_um_fator,3,0.4871735779294883,0.6143723935720279
cristaos_direita_centro_esquerda,2012,municipal,Baixa de Estimaveis - Eventos de promocao da candidatura,pct_despesa_tipo,anova_um_fator,3,0.8202915032000474,0.4403276869341267
cristaos_direita_centro_esquerda,2012,municipal,"Encargos financeiros, taxas bancarias e/ou op. cartao de credito",valor_despesa,anova_um_fator,3,1.0667212275636395,0.3441672612287818
cristaos_direita_centro_esquerda,2012,municipal,"Encargos financeiros, taxas bancarias e/ou op. cartao de credito",pct_despesa_tipo,anova_um_fator,3,0.4457159617230153,0.6403761124351826
cristaos_direita_centro_esquerda,2012,municipal,Baixa de Estimaveis - Agua,valor_despesa,anova_um_fator,3,0.589794044684974,0.5544573478821018
cristaos_direita_centro_esquerda,2012,municipal,Baixa de Estimaveis - Agua,pct_despesa_tipo,anova_um_fator,3,0.44138989924177924,0.6431522171395561
cristaos_direita_centro_esquerda,2012,municipal,Pre-instalacao fisica de comite de campanha de candidato,valor_despesa,anova_um_fator,3,0.5946841138891521,0.5517528947972188
cristaos_direita_centro_esquerda,2012,municipal,Pre-instalacao fisica de comite de campanha de candidato,pct_despesa_tipo,anova_um_fator,3,0.14264314842052864,0.8670648797357217
cristaos_direita_centro_esquerda,2012,municipal,Baixa de Estimaveis - Pesquisas ou testes eleitorais,valor_despesa,anova_um_fator,3,0.46458005189235185,0.628410115521925
cristaos_direita_centro_esquerda,2012,municipal,Baixa de Estimaveis - Pesquisas ou testes eleitorais,pct_despesa_tipo,anova_um_fator,3,0.9851621635126246,0.37340851926799246
cristaos_direita_centro_esquerda,2012,municipal,Baixa de Estimaveis - Baixa de recursos estimaveis em dinheiro,valor_despesa,anova_um_fator,3,0.5973758900782798,0.5502698420242166
cristaos_direita_centro_esquerda,2012,municipal,Baixa de Estimaveis - Baixa de recursos estimaveis em dinheiro,pct_despesa_tipo,anova_um_fator,3,0.5973758900782803,0.5502698420242164
cristaos_direita_centro_esquerda,2012,municipal,Pesquisas ou testes eleitorais,valor_despesa,anova_um_fator,3,1.383462060609334,0.25074859894532936
cristaos_direita_centro_esquerda,2012,municipal,Pesquisas ou testes eleitorais,pct_despesa_tipo,anova_um_fator,3,1.3834620606093295,0.2507485989453305
cristaos_direita_centro_esquerda,2014,federal,Cessao ou locacao de veiculos,valor_despesa,anova_um_fator,3,2.5393231975977604,0.08097865347697648
