ANO_ELEICAO_ANALISE,ESFERA,tipo_despesa,variavel,n_eleitos,n_derrotados,media_eleitos,media_derrotados,diferenca_media,teste,estatistica,p_valor
2012,municipal,Agua,valor_despesa,1096,11048,3.4919890510948908,0.6636323316437365,2.828356719451154,t_welch,1.7665963769799766,0.07753089068543602
2012,municipal,Agua,pct_despesa_tipo,1096,11048,6.732344431625668e-05,6.532052575817139e-05,2.0029185580852925e-06,t_welch,0.05553760120459505,0.9557136761943337
2012,municipal,Alimentacao,valor_despesa,1096,11048,37.596788321167885,6.195150253439536,31.40163806772835,t_welch,2.5345517564789546,0.011392748660652775
2012,municipal,Alimentacao,pct_despesa_tipo,1096,11048,0.0016034243095185993,0.0008814730703824151,0.0007219512391361842,t_welch,1.2872334038102373,0.19822028511993478
2012,municipal,Baixa de Estimaveis - Agua,valor_despesa,1096,11048,8.353102189781023,0.09552498189717595,8.257577207883847,t_welch,1.014828504719611,0.3104117563605299
2012,municipal,Baixa de Estimaveis - Agua,pct_despesa_tipo,1096,11048,0.0004497274792677163,3.454505972958936e-05,0.00041518241953812695,t_welch,0.9239220790123486,0.3557302185758943
2012,municipal,Baixa de Estimaveis - Alimentacao,valor_despesa,1096,11048,2.81021897810219,0.4038640477914555,2.406354930310734,t_welch,1.6545917460349961,0.0982779889335444
2012,municipal,Baixa de Estimaveis - Alimentacao,pct_despesa_tipo,1096,11048,0.0005318655154575158,0.0002062361912898475,0.0003256293241676683,t_welch,0.6938300539371645,0.48792012423614306
2012,municipal,Baixa de Estimaveis - Baixa de recursos estimaveis em dinheiro,valor_despesa,1096,11048,0.0,0.018102824040550327,-0.018102824040550327,t_welch,-1.0,0.3173324111170553
2012,municipal,Baixa de Estimaveis - Baixa de recursos estimaveis em dinheiro,pct_despesa_tipo,1096,11048,0.0,1.0286969659054546e-06,-1.0286969659054546e-06,t_welch,-1.0,0.3173324111170553
2012,municipal,Baixa de Estimaveis - Cessao ou locacao de veiculos,valor_despesa,1096,11048,745.7634489051095,215.0240695148443,530.7393793902652,t_welch,8.558442686034926,3.644710588316266e-17
2012,municipal,Baixa de Estimaveis - Cessao ou locacao de veiculos,pct_despesa_tipo,1096,11048,0.11375569720560645,0.049362764026283666,0.06439293317932279,t_welch,9.263759090794023,8.684837647340783e-20
2012,municipal,Baixa de Estimaveis - Combustiveis e lubrificantes,valor_despesa,1096,11048,186.09262773722628,83.68814265025345,102.40448508697283,t_welch,5.108963487795844,3.7861362369151716e-07
2012,municipal,Baixa de Estimaveis - Combustiveis e lubrificantes,pct_despesa_tipo,1096,11048,0.04552586129781683,0.03746680159107029,0.008059059706746537,t_welch,1.842774254056479,0.06558883106612384
2012,municipal,Baixa de Estimaveis - Comicios,valor_despesa,1096,11048,0.12165145985401458,1.2669867849384504,-1.1453353250844358,t_welch,-4.625018411002165,3.786074038123892e-06
2012,municipal,Baixa de Estimaveis - Comicios,pct_despesa_tipo,1096,11048,0.00010319962536492743,0.0006380116891951623,-0.0005348120638302349,t_welch,-3.6414511235597047,0.00027267682849762973
2012,municipal,Baixa de Estimaveis - Correspondencias e despesas postais,valor_despesa,1096,11048,3.5050182481751824,0.557894641564084,2.9471236066110986,t_welch,0.975323285616494,0.3296117841896349
2012,municipal,Baixa de Estimaveis - Correspondencias e despesas postais,pct_despesa_tipo,1096,11048,0.0003238867935817725,0.0003298797900511569,-5.992996469384403e-06,t_welch,-0.01770550669722926,0.9858760506422755
2012,municipal,Baixa de Estimaveis - Criacao e inclusao de paginas na internet,valor_despesa,1096,11048,11.252554744525547,1.6259485879797249,9.626606156545822,t_welch,1.6863368459103487,0.09201072007401438
2012,municipal,Baixa de Estimaveis - Criacao e inclusao de paginas na internet,pct_despesa_tipo,1096,11048,0.0001698973628921704,0.00031647098142003954,-0.00014657361852786914,t_welch,-1.2055567848699191,0.22803717639693072
2012,municipal,Baixa de Estimaveis - Despesas com pessoal,valor_despesa,1096,11048,43.88962591240876,31.23030141202028,12.659324500388479,t_welch,0.8837761108296688,0.37698620658738097
2012,municipal,Baixa de Estimaveis - Despesas com pessoal,pct_despesa_tipo,1096,11048,0.007395415137605499,0.006520372952987037,0.0008750421846184615,t_welch,0.435830006722886,0.6630315153281212
2012,municipal,Baixa de Estimaveis - Despesas com transporte ou deslocamento,valor_despesa,1096,11048,0.22532846715328464,1.2729172700941345,-1.0475888029408498,t_welch,-1.40738509402362,0.159338827498311
2012,municipal,Baixa de Estimaveis - Despesas com transporte ou deslocamento,pct_despesa_tipo,1096,11048,2.4876622589191756e-05,0.0002473321924639092,-0.00022245556987471744,t_welch,-2.3562059782053897,0.018478560844371036
2012,municipal,Baixa de Estimaveis - Diversas a especificar,valor_despesa,1096,11048,40.706186131386865,15.290610970311366,25.4155751610755,t_welch,2.5420062615386483,0.011146792517415972
2012,municipal,Baixa de Estimaveis - Diversas a especificar,pct_despesa_tipo,1096,11048,0.009167492556773618,0.008829083849994953,0.0003384087067786652,t_welch,0.16951566225225154,0.8654154868590115
2012,municipal,"Baixa de Estimaveis - Encargos financeiros, taxas bancarias e/ou op. cartao de credito",valor_despesa,1096,11048,0.0,0.0990821868211441,-0.0990821868211441,t_welch,-1.8882229860780855,0.05902220076869047
2012,municipal,"Baixa de Estimaveis - Encargos financeiros, taxas bancarias e/ou op. cartao de credito",pct_despesa_tipo,1096,11048,0.0,5.3075488670362065e-05,-5.3075488670362065e-05,t_welch,-1.5608571203607469,0.1185861116019288
2012,municipal,Baixa de Estimaveis - Encargos sociais,valor_despesa,1096,11048,0.2237043795620438,0.1767967052860246,0.04690767427601922,t_welch,0.2373280397177131,0.8124371574492727
