ANO_ELEICAO_ANALISE,ESFERA,tipo_despesa,ELEITO,candidatos,candidatos_com_gasto,gasto_total,gasto_medio,gasto_mediano,pct_medio,pct_mediano
2014,estadual,Baixa de Estimaveis - Correspondencias e despesas postais,False,542,0,0.0,0.0,0.0,0.0,0.0
2014,estadual,Baixa de Estimaveis - Correspondencias e despesas postais,True,33,1,28990.0,878.4848484848485,0.0,0.0077036767427543056,0.0
2014,estadual,Baixa de Estimaveis - Criacao e inclusao de paginas na internet,False,542,3,1164.0,2.1476014760147604,0.0,2.1674700753598323e-05,0.0
2014,estadual,Baixa de Estimaveis - Criacao e inclusao de paginas na internet,True,33,2,1794.57,54.380909090909086,0.0,0.00028952918340827865,0.0
2014,estadual,Baixa de Estimaveis - Despesas com pessoal,False,542,26,211301.3,389.85479704797046,0.0,0.008467418224486429,0.0
2014,estadual,Baixa de Estimaveis - Despesas com pessoal,True,33,9,108466.54,3286.864848484848,0.0,0.014728217730375028,0.0
2014,estadual,Baixa de Estimaveis - Despesas com transporte ou deslocamento,False,542,1,3000.0,5.535055350553505,0.0,0.00019143438606390647,0.0
2014,estadual,Baixa de Estimaveis - Despesas com transporte ou deslocamento,True,33,1,14732.14,446.42848484848486,0.0,0.0024172280010874925,0.0
2014,estadual,Baixa de Estimaveis - Diversas a especificar,False,542,27,55307.16,102.04273062730628,0.0,0.01395927127360356,0.0
2014,estadual,Baixa de Estimaveis - Diversas a especificar,True,33,4,40848.0,1237.8181818181818,0.0,0.007725869011403527,0.0
2014,estadual,Baixa de Estimaveis - Eventos de promocao da candidatura,False,542,5,37275.0,68.7730627306273,0.0,0.0012469952723737263,0.0
2014,estadual,Baixa de Estimaveis - Eventos de promocao da candidatura,True,33,1,10000.0,303.030303030303,0.0,0.0013656553416652047,0.0
2014,estadual,"Baixa de Estimaveis - Impostos, contribuicoes e taxas",False,542,1,50.0,0.09225092250922509,0.0,2.768618510970075e-07,0.0
2014,estadual,"Baixa de Estimaveis - Impostos, contribuicoes e taxas",True,33,0,0.0,0.0,0.0,0.0,0.0
2014,estadual,Baixa de Estimaveis - Locacao/cessao de bens imoveis,False,542,37,179724.39,331.594815498155,0.0,0.00855784483169694,0.0
2014,estadual,Baixa de Estimaveis - Locacao/cessao de bens imoveis,True,33,10,76362.68,2314.020606060606,0.0,0.012538185484703299,0.0
2014,estadual,Baixa de Estimaveis - Locacao/cessao de bens moveis,False,542,17,92259.14,170.219815498155,0.0,0.005560801334532069,0.0
2014,estadual,Baixa de Estimaveis - Locacao/cessao de bens moveis,True,33,11,129009.67,3909.3839393939393,0.0,0.026223417282200717,0.0
2014,estadual,Baixa de Estimaveis - Materiais de expediente,False,542,2,1213.2,2.2383763837638377,0.0,4.8371332709316174e-05,0.0
2014,estadual,Baixa de Estimaveis - Materiais de expediente,True,33,0,0.0,0.0,0.0,0.0,0.0
2014,estadual,Baixa de Estimaveis - Preparacao de campanha e instalacao fisica de comites de campanha,False,542,1,404.0,0.7453874538745388,0.0,2.4544918677520267e-05,0.0
2014,estadual,Baixa de Estimaveis - Preparacao de campanha e instalacao fisica de comites de campanha,True,33,0,0.0,0.0,0.0,0.0,0.0
2014,estadual,"Baixa de Estimaveis - Producao de jingles, vinhetas e slogans",False,542,30,24944.4,46.02287822878229,0.0,0.0038386851527875848,0.0
2014,estadual,"Baixa de Estimaveis - Producao de jingles, vinhetas e slogans",True,33,11,15975.0,484.09090909090907,0.0,0.0026472619922661483,0.0
2014,estadual,"Baixa de Estimaveis - Producao de programas de radio, televisao ou video",False,542,166,452955.29,835.7108671586716,0.0,0.06541386609841546,0.0
2014,estadual,"Baixa de Estimaveis - Producao de programas de radio, televisao ou video",True,33,20,117523.45999999999,3561.3169696969694,961.54,0.01957613226623763,0.0060412418524297415
2014,estadual,Baixa de Estimaveis - Publicidade por carros de som,False,542,8,28192.0,52.01476014760148,0.0,0.0009587148050681021,0.0
2014,estadual,Baixa de Estimaveis - Publicidade por carros de som,True,33,6,113625.16,3443.186666666667,0.0,0.013427133966522677,0.0
2014,estadual,Baixa de Estimaveis - Publicidade por jornais e revistas,False,542,6,3360.0,6.199261992619927,0.0,0.00017098038913215837,0.0
2014,estadual,Baixa de Estimaveis - Publicidade por jornais e revistas,True,33,2,9035.5,273.8030303030303,0.0,0.00031531584156699457,0.0
2014,estadual,Baixa de Estimaveis - Publicidade por materiais impressos,False,542,246,608627.25,1122.9285055350554,0.0,0.11585880557901271,0.0
2014,estadual,Baixa de Estimaveis - Publicidade por materiais impressos,True,33,26,332517.22,10076.279393939392,3000.0,0.047352047956923674,0.023184602879788713
2014,estadual,"Baixa de Estimaveis - Publicidade por placas, estandartes e faixas",False,542,92,217929.58,402.0840959409594,0.0,0.03433251306277547,0.0
2014,estadual,"Baixa de Estimaveis - Publicidade por placas, estandartes e faixas",True,33,15,252037.82,7637.509696969697,0.0,0.01791613197576184,0.0
2014,estadual,Baixa de Estimaveis - Recursos de outros candidatos/comites,False,542,12,12522.58,23.10439114391144,0.0,0.002773474072631935,0.0
2014,estadual,Baixa de Estimaveis - Recursos de outros candidatos/comites,True,33,2,3224.15,97.70151515151515,0.0,0.00039266023761753586,0.0
2014,estadual,Baixa de Estimaveis - Recursos de pessoas juridicas,False,542,1,250.0,0.4612546125461255,0.0,3.335051365033722e-05,0.0
2014,estadual,Baixa de Estimaveis - Recursos de pessoas juridicas,True,33,0,0.0,0.0,0.0,0.0,0.0
2014,estadual,Baixa de Estimaveis - Servicos prestados por terceiros,False,542,232,518020.69,955.7577306273063,0.0,0.1287357582201266,0.0
2014,estadual,Baixa de Estimaveis - Servicos prestados por terceiros,True,33,21,150046.97,4546.877878787879,2000.0,0.03202263992634833,0.011019333935625639
2014,estadual,Baixa de Estimaveis - Telefone,False,542,2,835.69,1.5418634686346864,0.0,4.2904545053795596e-05,0.0
2014,estadual,Baixa de Estimaveis - Telefone,True,33,1,748.8,22.690909090909088,0.0,8.767572537225756e-05,0.0
