ANO_ELEICAO_ANALISE,SG_UF,SG_UE,NM_UE,codigo_ibge_municipio,total_candidatos,candidatos_cristaos,eleitos_total,cristaos_eleitos,pct_cristaos,chance_eleicao_cristaos
2012,RJ,58254,CASIMIRO DE ABREU,3301306,184,4,9,0,0.021739130434782608,0.0
2012,RJ,58262,IGUABA GRANDE,3301876,151,6,11,1,0.039735099337748346,0.16666666666666666
2012,RJ,58270,CONCEIÇÃO DE MACABU,3301405,157,2,11,0,0.012738853503184714,0.0
2012,RJ,58289,SÃO FRANCISCO DE ITABAPOANA,3304755,164,3,13,0,0.018292682926829267,0.0
2012,RJ,58297,CORDEIRO,3301504,127,0,11,0,0.0,
2012,RJ,58300,CARAPEBUS,3300936,74,1,9,0,0.013513513513513514,0.0
2012,RJ,58319,DUAS BARRAS,3301603,46,2,9,1,0.043478260869565216,0.5
2012,RJ,58327,PORTO REAL,3304110,154,2,11,0,0.012987012987012988,0.0
2012,RJ,58335,DUQUE DE CAXIAS,3301702,799,31,29,1,0.03879849812265332,0.03225806451612903
2012,RJ,58343,SÃO JOSÉ DE UBÁ,3305133,110,2,9,1,0.01818181818181818,0.5
2012,RJ,58351,ENGENHEIRO PAULO DE FRONTIN,3301801,123,1,9,0,0.008130081300813009,0.0
2012,RJ,58360,TANGUÁ,3305752,210,5,13,0,0.023809523809523808,0.0
2012,RJ,58378,ITABORAÍ,3301900,355,10,15,0,0.028169014084507043,0.0
2012,RJ,58386,MACUCO,3302452,94,2,9,0,0.02127659574468085,0.0
2012,RJ,58394,ITAGUAÍ,3302007,163,6,17,0,0.03680981595092025,0.0
2012,RJ,58408,ARMAÇÃO DOS BÚZIOS,3300233,155,0,9,0,0.0,
2012,RJ,58416,ITAOCARA,3302106,106,0,11,0,0.0,
2012,RJ,58424,SEROPÉDICA,3305554,179,6,10,0,0.0335195530726257,0.0
2012,RJ,58432,ITAPERUNA,3302205,226,4,13,0,0.017699115044247787,0.0
2012,RJ,58440,ITATIAIA,3302254,161,6,9,0,0.037267080745341616,0.0
2012,RJ,58459,LAJE DO MURIAÉ,3302304,111,1,9,0,0.009009009009009009,0.0
2012,RJ,58467,MESQUITA,3302858,300,17,12,0,0.056666666666666664,0.0
2012,RJ,58475,MACAÉ,3302403,268,14,17,0,0.05223880597014925,0.0
2012,RJ,58491,MAGÉ,3302502,332,6,17,0,0.018072289156626505,0.0
2012,RJ,58513,MANGARATIBA,3302601,136,1,11,0,0.007352941176470588,0.0
2012,RJ,58530,MARICÁ,3302700,264,4,11,0,0.015151515151515152,0.0
2012,RJ,58556,MENDES,3302809,184,5,9,0,0.02717391304347826,0.0
2012,RJ,58572,MIGUEL PEREIRA,3302908,188,5,11,0,0.026595744680851064,0.0
2012,RJ,58599,MIRACEMA,3303005,151,1,11,0,0.006622516556291391,0.0
2012,RJ,58610,NATIVIDADE,3303104,116,2,11,0,0.017241379310344827,0.0
2012,RJ,58637,NILÓPOLIS,3303203,235,4,12,1,0.01702127659574468,0.25
2012,RJ,58653,NITERÓI,3303302,434,3,21,0,0.0069124423963133645,0.0
2012,RJ,58670,NOVA FRIBURGO,3303401,342,9,21,0,0.02631578947368421,0.0
2012,RJ,58696,NOVA IGUAÇU,3303500,918,32,29,0,0.034858387799564274,0.0
2012,RJ,58718,PARACAMBI,3303609,109,1,9,0,0.009174311926605505,0.0
2012,RJ,58734,PARAÍBA DO SUL,3303708,170,4,11,0,0.023529411764705882,0.0
2012,RJ,58750,PARATY,3303807,158,4,9,0,0.02531645569620253,0.0
2012,RJ,58777,PETRÓPOLIS,3303906,343,9,15,1,0.026239067055393587,0.1111111111111111
2012,RJ,58793,PIRAÍ,3304003,134,3,11,0,0.022388059701492536,0.0
2012,RJ,58815,PORCIÚNCULA,3304102,102,3,9,1,0.029411764705882353,0.3333333333333333
2012,RJ,58831,RESENDE,3304201,363,8,17,1,0.02203856749311295,0.125
2012,RJ,58858,RIO BONITO,3304300,136,2,10,0,0.014705882352941176,0.0
2012,RJ,58874,RIO CLARO,3304409,110,1,11,0,0.00909090909090909,0.0
2012,RJ,58890,RIO DAS FLORES,3304508,65,1,9,0,0.015384615384615385,0.0
2012,RJ,58912,SANTA MARIA MADALENA,3304607,67,1,9,0,0.014925373134328358,0.0
2012,RJ,58939,SANTO ANTÔNIO DE PÁDUA,3304706,166,3,13,0,0.018072289156626505,0.0
2012,RJ,58955,SÃO FIDÉLIS,3304805,130,2,13,0,0.015384615384615385,0.0
2012,RJ,58971,SÃO GONÇALO,3304904,798,19,27,0,0.023809523809523808,0.0
2012,RJ,58998,SÃO JOÃO DA BARRA,3305000,175,0,9,0,0.0,
2012,RJ,59013,SÃO JOÃO DE MERITI,3305109,497,14,21,1,0.028169014084507043,0.07142857142857142
2012,RJ,59030,SÃO PEDRO DA ALDEIA,3305208,209,5,10,0,0.023923444976076555,0.0
2012,RJ,59056,SÃO SEBASTIÃO DO ALTO,3305307,41,0,9,0,0.0,
2012,RJ,59072,SAPUCAIA,3305406,96,4,9,0,0.041666666666666664,0.0
2012,RJ,59099,SAQUAREMA,3305505,178,7,13,0,0.03932584269662921,0.0
2012,RJ,59110,SILVA JARDIM,3305604,107,2,9,0,0.018691588785046728,0.0
2012,RJ,59137,SUMIDOURO,3305703,67,1,9,0,0.014925373134328358,0.0
2012,RJ,59153,TERESÓPOLIS,3305802,299,5,12,0,0.016722408026755852,0.0
2012,RJ,59170,TRAJANO DE MORAIS,3305901,67,1,9,0,0.014925373134328358,0.0
2012,RJ,59196,TRÊS RIOS,3306008,218,5,13,0,0.022935779816513763,0.0
2012,RJ,59218,VALENÇA,3306107,200,3,12,0,0.015,0.0
2012,RJ,59234,VASSOURAS,3306206,182,1,13,0,0.005494505494505495,0.0
2012,RJ,59250,VOLTA REDONDA,3306305,461,10,21,0,0.021691973969631236,0.0
2012,RJ,59277,ARRAIAL DO CABO,3300258,123,1,9,0,0.008130081300813009,0.0
2012,RJ,59293,ITALVA,3302056,106,0,9,0,0.0,
2012,RJ,59315,PATY DO ALFERES,3303856,172,6,11,1,0.03488372093023256,0.16666666666666666
2012,RJ,59331,SÃO JOSÉ DO VALE DO RIO PRETO,3305158,130,5,9,0,0.038461538461538464,0.0
2012,RJ,60011,RIO DE JANEIRO,3304557,1717,30,51,1,0.017472335468841003,0.03333333333333333
2012,RN,16004,TENENTE LAURENTINO CRUZ,2414159,31,0,9,0,0.0,
2012,RN,16012,ACARI,2400109,28,0,9,0,0.0,
2012,RN,16020,SERRA DO MEL,2413359,38,2,9,0,0.05263157894736842,0.0
2012,RN,16039,ASSÚ,2400208,143,0,15,0,0.0,
2012,RN,16047,CAIÇARA DO NORTE,2401859,35,0,9,0,0.0,
2012,RN,16055,AFONSO BEZERRA,2400307,54,1,9,0,0.018518518518518517,0.0
2012,RN,16063,SÃO MIGUEL DO GOSTOSO,2412559,28,0,9,0,0.0,
2012,RN,16071,ÁGUA NOVA,2400406,17,0,9,0,0.0,
2012,RN,16080,ITAJÁ,2404853,40,0,9,0,0.0,
2012,RN,16098,ALEXANDRIA,2400505,33,0,9,0,0.0,
2012,RN,16101,BODÓ,2401651,53,0,9,0,0.0,
2012,RN,16110,ALMINO AFONSO,2400604,27,1,9,0,0.037037037037037035,0.0
2012,RN,16128,TRIUNFO POTIGUAR,2414456,30,0,9,0,0.0,
2012,RN,16136,ALTO DO RODRIGUES,2400703,35,0,9,0,0.0,
2012,RN,16144,FERNANDO PEDROZA,2403756,44,0,9,0,0.0,
2012,RN,16152,ANGICOS,2400802,38,0,9,0,0.0,
2012,RN,16160,MAJOR SALES,2407252,19,0,9,0,0.0,
2012,RN,16179,ANTÔNIO MARTINS,2400901,28,0,9,0,0.0,
2012,RN,16187,VENHA-VER,2414753,23,0,9,0,0.0,
2012,RN,16195,APODI,2401008,80,2,13,1,0.025,0.5
2012,RN,16209,SERRINHA DOS PINTOS,2413557,22,0,9,0,0.0,
2012,RN,16217,AREIA BRANCA,2401107,76,0,11,0,0.0,
2012,RN,16225,TIBAU,2411056,34,0,9,0,0.0,
2012,RN,16233,ARÊS,2401206,45,0,9,0,0.0,
2012,RN,16241,SANTA MARIA,2409332,39,0,9,0,0.0,
2012,RN,16250,CAMPO GRANDE,2401305,25,0,9,0,0.0,
2012,RN,16268,RIO DO FOGO,2408953,53,0,9,0,0.0,
2012,RN,16276,BAÍA FORMOSA,2401404,68,0,9,0,0.0,
2012,RN,16284,PORTO DO MANGUE,2410256,29,0,9,0,0.0,
2012,RN,16292,BARCELONA,2401503,23,0,9,0,0.0,
2012,RN,16306,JUNDIÁ,2406155,33,0,9,0,0.0,
2012,RN,16314,BENTO FERNANDES,2401602,37,0,9,0,0.0,
2012,RN,16330,BOM JESUS,2401701,37,0,9,0,0.0,
2012,RN,16357,BREJINHO,2401800,30,0,9,0,0.0,
2012,RN,16373,CAIÇARA DO RIO DO VENTO,2401909,49,0,9,0,0.0,
2012,RN,16390,CAICÓ,2402006,152,1,15,0,0.006578947368421052,0.0
2012,RN,16411,CAMPO REDONDO,2402105,43,0,9,0,0.0,
2012,RN,16438,CANGUARETAMA,2402204,109,1,13,1,0.009174311926605505,1.0
2012,RN,16454,CARAÚBAS,2402303,47,0,11,0,0.0,
2012,RN,16470,CARNAÚBA DOS DANTAS,2402402,33,0,9,0,0.0,
2012,RN,16497,CARNAUBAIS,2402501,43,1,9,0,0.023255813953488372,0.0
2012,RN,16519,CEARÁ-MIRIM,2402600,134,0,13,0,0.0,
2012,RN,16535,CERRO CORÁ,2402709,35,0,9,0,0.0,
2012,RN,16551,CORONEL EZEQUIEL,2402808,45,0,9,0,0.0,
2012,RN,16578,CORONEL JOÃO PESSOA,2402907,15,0,9,0,0.0,
2012,RN,16594,CRUZETA,2403004,24,0,9,0,0.0,
2012,RN,16616,CURRAIS NOVOS,2403103,98,0,11,0,0.0,
2012,RN,16632,DOUTOR SEVERIANO,2403202,23,0,9,0,0.0,
2012,RN,16659,ENCANTO,2403301,31,0,9,0,0.0,
2012,RN,16675,EQUADOR,2403400,36,0,9,0,0.0,
2012,RN,16691,ESPÍRITO SANTO,2403509,34,0,9,0,0.0,
2012,RN,16713,EXTREMOZ,2403608,94,0,11,0,0.0,
2012,RN,16730,FELIPE GUERRA,2403707,32,0,9,0,0.0,
2012,RN,16756,FLORÂNIA,2403806,49,0,9,0,0.0,
2012,RN,16772,FRANCISCO DANTAS,2403905,29,0,9,0,0.0,
2012,RN,16799,GALINHOS,2404101,38,0,9,0,0.0,
2012,RN,16810,GOIANINHA,2404200,49,0,11,0,0.0,
2012,RN,16837,GOVERNADOR DIX-SEPT ROSADO,2404309,67,0,9,0,0.0,
2012,RN,16853,GROSSOS,2404408,31,0,9,0,0.0,
2012,RN,16870,GUAMARÉ,2404507,54,1,9,0,0.018518518518518517,0.0
2012,RN,16896,IELMO MARINHO,2404606,52,0,9,0,0.0,
2012,RN,16918,IPANGUAÇU,2404705,92,1,9,0,0.010869565217391304,0.0
2012,RN,16934,IPUEIRA,2404804,18,0,9,0,0.0,
2012,RN,16950,ITAÚ,2404903,22,0,9,0,0.0,
2012,RN,16977,JAÇANÃ,2405009,28,0,9,0,0.0,
2012,RN,16993,JANDAÍRA,2405108,31,0,9,0,0.0,
2012,RN,17019,JANDUÍS,2405207,25,0,9,0,0.0,
2012,RN,17035,BOA SAÚDE,2405306,37,0,9,0,0.0,
2012,RN,17051,JAPI,2405405,40,0,9,0,0.0,
2012,RN,17078,JARDIM DE ANGICOS,2405504,31,0,9,0,0.0,
2012,RN,17094,JARDIM DE PIRANHAS,2405603,31,0,9,0,0.0,
2012,RN,17116,JARDIM DO SERIDÓ,2405702,44,0,9,0,0.0,
2012,RN,17132,JOÃO CÂMARA,2405801,72,0,9,0,0.0,
2012,RN,17159,JOÃO DIAS,2405900,15,0,9,0,0.0,
2012,RN,17175,JOSÉ DA PENHA,2406007,20,2,9,1,0.1,0.5
2012,RN,17191,JUCURUTU,2406106,30,0,11,0,0.0,
2012,RN,17213,MESSIAS TARGINO,2407609,28,1,9,0,0.03571428571428571,0.0
2012,RN,17230,LAGOA D'ANTA,2406205,31,0,9,0,0.0,
2012,RN,17256,LAGOA DE PEDRAS,2406304,49,0,9,0,0.0,
2012,RN,17272,LAGOA DE VELHOS,2406403,39,1,9,0,0.02564102564102564,0.0
2012,RN,17299,LAGOA NOVA,2406502,36,0,9,0,0.0,
2012,RN,17310,LAGOA SALGADA,2406601,42,0,9,0,0.0,
2012,RN,17337,LAJES,2406700,57,0,9,0,0.0,
2012,RN,17353,LAJES PINTADAS,2406809,44,0,9,0,0.0,
2012,RN,17370,LUCRÉCIA,2406908,20,0,9,0,0.0,
2012,RN,17396,LUÍS GOMES,2407005,29,0,9,0,0.0,
2012,RN,17418,MACAÍBA,2407104,99,2,13,0,0.020202020202020204,0.0
2012,RN,17434,MACAU,2407203,90,0,11,0,0.0,
2012,RN,17450,MARCELINO VIEIRA,2407302,25,0,9,0,0.0,
2012,RN,17477,MARTINS,2407401,29,0,9,0,0.0,
2012,RN,17493,MAXARANGUAPE,2407500,67,1,9,0,0.014925373134328358,0.0
2012,RN,17515,FRUTUOSO GOMES,2404002,30,0,9,0,0.0,
2012,RN,17531,MONTANHAS,2407708,47,2,9,0,0.0425531914893617,0.0
2012,RN,17558,MONTE ALEGRE,2407807,69,0,11,0,0.0,
2012,RN,17574,MONTE DAS GAMELEIRAS,2407906,35,0,9,0,0.0,
2012,RN,17590,MOSSORÓ,2408003,283,5,21,0,0.0176678445229682,0.0
2012,RN,17612,NATAL,2408102,487,9,29,1,0.018480492813141684,0.1111111111111111
2012,RN,17639,NÍSIA FLORESTA,2408201,65,1,11,0,0.015384615384615385,0.0
2012,RN,17655,NOVA CRUZ,2408300,78,0,13,0,0.0,
2012,RN,17671,OLHO D'ÁGUA DO BORGES,2408409,19,0,9,0,0.0,
2012,RN,17698,OURO BRANCO,2408508,33,0,9,0,0.0,
2012,RN,17710,PARANÁ,2408607,32,0,9,0,0.0,
2012,RN,17736,PARAÚ,2408706,28,0,9,0,0.0,
2012,RN,17752,PARAZINHO,2408805,30,0,9,0,0.0,
2012,RN,17779,PARELHAS,2408904,46,0,11,0,0.0,
2012,RN,17795,PARNAMIRIM,2403251,222,5,18,0,0.02252252252252252,0.0
2012,RN,17817,PASSA E FICA,2409100,21,0,9,0,0.0,
2012,RN,17833,PASSAGEM,2409209,28,0,9,0,0.0,
2012,RN,17850,PATU,2409308,36,0,9,0,0.0,
2012,RN,17876,PAU DOS FERROS,2409407,37,1,9,0,0.02702702702702703,0.0
2012,RN,17892,PEDRA GRANDE,2409506,34,0,9,0,0.0,
2012,RN,17914,PEDRA PRETA,2409605,30,0,9,0,0.0,
2012,RN,17930,PEDRO AVELINO,2409704,50,0,9,0,0.0,
2012,RN,17957,PEDRO VELHO,2409803,50,0,9,0,0.0,
2012,RN,17973,PENDÊNCIAS,2409902,56,0,9,0,0.0,
2012,RN,17990,PILÕES,2410009,21,1,9,0,0.047619047619047616,0.0
2012,RN,18015,POÇO BRANCO,2410108,39,0,9,0,0.0,
2012,RN,18031,PORTALEGRE,2410207,27,1,9,1,0.037037037037037035,1.0
2012,RN,18058,SERRA CAIADA,2410306,44,0,9,0,0.0,
2012,RN,18074,PUREZA,2410405,38,0,9,0,0.0,
2012,RN,18090,RAFAEL FERNANDES,2410504,29,0,9,0,0.0,
2012,RN,18112,RIACHO DA CRUZ,2410702,28,0,9,0,0.0,
2012,RN,18139,RIACHO DE SANTANA,2410801,23,1,9,1,0.043478260869565216,1.0
2012,RN,18155,RIACHUELO,2410900,30,0,9,0,0.0,
2012,RN,18171,RODOLFO FERNANDES,2411007,26,0,9,0,0.0,
2012,RN,18198,RUY BARBOSA,2411106,34,0,9,0,0.0,
2012,RN,18210,SÃO FRANCISCO DO OESTE,2411908,17,0,9,0,0.0,
2012,RN,18236,SANTA CRUZ,2411205,74,1,9,0,0.013513513513513514,0.0
2012,RN,18252,SANTANA DO SERIDÓ,2411429,21,0,9,0,0.0,
2012,RN,18279,SANTANA DO MATOS,2411403,34,1,9,0,0.029411764705882353,0.0
2012,RN,18295,SANTO ANTÔNIO,2411502,62,1,11,0,0.016129032258064516,0.0
2012,RN,18317,SÃO BENTO DO NORTE,2411601,34,0,9,0,0.0,
2012,RN,18333,SÃO BENTO DO TRAIRÍ,2411700,40,0,9,0,0.0,
2012,RN,18350,SÃO FERNANDO,2411809,19,0,9,0,0.0,
2012,RN,18376,SÃO GONÇALO DO AMARANTE,2412005,169,4,17,1,0.023668639053254437,0.25
2012,RN,18392,SÃO JOÃO DO SABUGI,2412104,35,0,9,0,0.0,
2012,RN,18414,SÃO JOSÉ DE MIPIBU,2412203,77,0,13,0,0.0,
2012,RN,18430,SÃO JOSÉ DO CAMPESTRE,2412302,35,0,9,0,0.0,
2012,RN,18457,SÃO JOSÉ DO SERIDÓ,2412401,21,0,9,0,0.0,
2012,RN,18473,SÃO MIGUEL,2412500,30,0,9,0,0.0,
2012,RN,18490,SÃO PAULO DO POTENGI,2412609,39,0,11,0,0.0,
2012,RN,18511,SÃO PEDRO,2412708,36,0,9,0,0.0,
2012,RN,18538,SÃO RAFAEL,2412807,47,0,9,0,0.0,
2012,RN,18554,SÃO TOMÉ,2412906,38,0,9,0,0.0,
2012,RN,18570,SÃO VICENTE,2413003,31,0,9,0,0.0,
2012,RN,18597,SENADOR ELÓI DE SOUZA,2413102,42,0,9,0,0.0,
2012,RN,18619,SENADOR GEORGINO AVELINO,2413201,34,0,9,0,0.0,
2012,RN,18635,SERRA DE SÃO BENTO,2413300,28,0,9,0,0.0,
2012,RN,18651,SERRA NEGRA DO NORTE,2413409,31,0,9,0,0.0,
2012,RN,18678,SERRINHA,2413508,32,1,9,0,0.03125,0.0
2012,RN,18694,SEVERIANO MELO,2413607,24,0,9,0,0.0,
2012,RN,18716,SÍTIO NOVO,2413706,35,0,9,0,0.0,
2012,RN,18732,TABOLEIRO GRANDE,2413805,26,0,9,0,0.0,
2012,RN,18759,TAIPU,2413904,53,2,9,0,0.03773584905660377,0.0
2012,RN,18775,TANGARÁ,2414001,43,0,9,0,0.0,
2012,RN,18791,TENENTE ANANIAS,2414100,34,0,9,0,0.0,
2012,RN,18813,TIBAU DO SUL,2414209,52,1,9,0,0.019230769230769232,0.0
2012,RN,18830,TIMBAÚBA DOS BATISTAS,2414308,28,0,9,0,0.0,
2012,RN,18856,TOUROS,2414407,87,0,13,0,0.0,
2012,RN,18872,UMARIZAL,2414506,36,0,9,0,0.0,
2012,RN,18899,UPANEMA,2414605,29,0,9,0,0.0,
2012,RN,18910,VÁRZEA,2414704,43,0,9,0,0.0,
2012,RN,18937,RAFAEL GODEIRO,2410603,23,0,9,0,0.0,
2012,RN,18953,VERA CRUZ,2414803,36,0,9,0,0.0,
2012,RN,18970,VIÇOSA,2414902,16,0,9,0,0.0,
2012,RN,18996,VILA FLOR,2415008,48,0,9,0,0.0,
2012,RN,30031,BARAÚNA,2401453,74,1,11,1,0.013513513513513514,1.0
2012,RO,00019,GUAJARÁ-MIRIM,,146,4,11,0,0.0273972602739726,0.0
2012,RO,00035,PORTO VELHO,,423,14,21,1,0.03309692671394799,0.07142857142857142
2012,RO,00051,JI-PARANÁ,,251,10,17,0,0.0398406374501992,0.0
2012,RO,00078,ARIQUEMES,,182,4,13,1,0.02197802197802198,0.25
2012,RO,00094,CACOAL,,88,4,12,1,0.045454545454545456,0.25
2012,RO,00116,PIMENTA BUENO,,106,3,13,0,0.02830188679245283,0.0
2012,RO,00132,VILHENA,,148,7,10,0,0.0472972972972973,0.0
2012,RO,00159,JARU,,149,2,15,0,0.013422818791946308,0.0
2012,RO,00175,OURO PRETO DO OESTE,,112,3,9,0,0.026785714285714284,0.0
2012,RO,00191,PRESIDENTE MÉDICI,,79,3,9,0,0.0379746835443038,0.0
2012,RO,00213,COSTA MARQUES,,65,1,9,0,0.015384615384615385,0.0
2012,RO,00230,COLORADO DO OESTE,,81,0,11,0,0.0,
2012,RO,00256,ESPIGÃO DO OESTE,,110,2,11,0,0.01818181818181818,0.0
2012,RO,00272,CEREJEIRAS,,56,0,9,0,0.0,
2012,RO,00299,ROLIM DE MOURA,,132,5,11,0,0.03787878787878788,0.0
2012,RO,00310,ALTA FLORESTA DO OESTE,,96,2,10,0,0.020833333333333332,0.0
2012,RO,00337,ALVORADA DO OESTE,,86,1,11,0,0.011627906976744186,0.0
2012,RO,00353,SANTA LUZIA DO OESTE,,63,1,9,0,0.015873015873015872,0.0
2012,RO,00370,NOVA BRASILÂNDIA DO OESTE,,82,2,9,0,0.024390243902439025,0.0
2012,RO,00396,MACHADINHO DO OESTE,,119,2,13,0,0.01680672268907563,0.0
2012,RO,00418,SÃO MIGUEL DO GUAPORÉ,,81,1,11,0,0.012345679012345678,0.0
2012,RO,00434,NOVA MAMORÉ,,120,4,11,0,0.03333333333333333,0.0
2012,RO,00450,CABIXI,,54,0,9,0,0.0,
2012,RO,00477,CANDEIAS DO JAMARI,,180,2,9,1,0.011111111111111112,0.5
2012,RO,00493,ITAPUÃ DO OESTE,,80,2,9,0,0.025,0.0
2012,RO,00515,NOVO HORIZONTE DO OESTE,,61,0,9,0,0.0,
2012,RO,00531,CASTANHEIRAS,,62,0,9,0,0.0,
2012,RO,00558,VALE DO PARAÍSO,,53,2,9,1,0.03773584905660377,0.5
2012,RO,00566,URUPÁ,,102,1,9,0,0.00980392156862745,0.0
2012,RO,00574,MIRANTE DA SERRA,,81,3,9,0,0.037037037037037035,0.0
2012,RO,00582,SERINGUEIRAS,,93,5,9,1,0.053763440860215055,0.2
2012,RO,00590,THEOBROMA,,50,0,9,0,0.0,
2012,RO,00604,MINISTRO ANDREAZZA,,47,0,9,0,0.0,
2012,RO,00612,GOVERNADOR JORGE TEIXEIRA,,73,0,9,0,0.0,
2012,RO,00620,CACAULÂNDIA,,51,1,9,0,0.0196078431372549,0.0
2012,RO,00639,ALTO PARAÍSO,,71,1,11,0,0.014084507042253521,0.0
2012,RO,00647,RIO CRESPO,,50,0,9,0,0.0,
2012,RO,00655,CORUMBIARA,,73,1,9,0,0.0136986301369863,0.0
2012,RO,00663,MONTE NEGRO,,76,1,9,1,0.013157894736842105,1.0
2012,RO,00671,CAMPO NOVO DE RONDÔNIA,,46,2,9,0,0.043478260869565216,0.0
2012,RO,00680,CUJUBIM,,78,5,11,0,0.0641025641025641,0.0
2012,RO,00698,VALE DO ANARI,,59,2,9,0,0.03389830508474576,0.0
2012,RO,00701,PARECIS,,50,4,9,0,0.08,0.0
2012,RO,00710,SÃO FELIPE DO OESTE,,53,0,9,0,0.0,
2012,RO,00728,PRIMAVERA DE RONDÔNIA,,43,1,9,0,0.023255813953488372,0.0
2012,RO,00736,ALTO ALEGRE DOS PARECIS,,78,1,9,0,0.01282051282051282,0.0
2012,RO,00744,NOVA UNIÃO,,67,1,9,1,0.014925373134328358,1.0
2012,RO,00752,TEIXEIRÓPOLIS,,33,0,9,0,0.0,
2012,RO,00779,BURITIS,,113,1,11,0,0.008849557522123894,0.0
2012,RO,00787,PIMENTEIRAS DO OESTE,,40,0,9,0,0.0,
2012,RO,00795,SÃO FRANCISCO DO GUAPORÉ,,116,3,11,1,0.02586206896551724,0.3333333333333333
2012,RO,00809,CHUPINGUAIA,,53,1,9,0,0.018867924528301886,0.0
2012,RR,03000,CAROEBE,,66,1,9,0,0.015151515151515152,0.0
2012,RR,03018,BOA VISTA,,395,10,21,1,0.02531645569620253,0.1
2012,RR,03026,IRACEMA,,63,0,9,0,0.0,
2012,RR,03034,CARACARAÍ,,121,4,11,2,0.03305785123966942,0.5
2012,RR,03042,AMAJARI,,73,1,9,0,0.0136986301369863,0.0
2012,RR,03050,ALTO ALEGRE,,70,0,9,0,0.0,
2012,RR,03069,CANTÁ,,125,2,9,0,0.016,0.0
2012,RR,03077,BONFIM,,112,4,9,0,0.03571428571428571,0.0
2012,RR,03085,RORAINÓPOLIS,,107,3,11,0,0.028037383177570093,0.0
2012,RR,03093,MUCAJAÍ,,78,2,9,0,0.02564102564102564,0.0
2012,RR,03107,UIRAMUTÃ,,44,3,9,0,0.06818181818181818,0.0
2012,RR,03115,NORMANDIA,,46,0,9,0,0.0,
2012,RR,03123,PACARAIMA,,102,6,9,0,0.058823529411764705,0.0
2012,RR,03131,SÃO JOÃO DA BALIZA,,95,3,9,0,0.031578947368421054,0.0
2012,RR,03158,SÃO LUIZ,,86,3,9,0,0.03488372093023256,0.0
2012,RS,84735,ÁUREA,4301552,29,0,9,0,0.0,
2012,RS,84743,TRÊS ARROIOS,4321634,30,0,9,0,0.0,
2012,RS,84751,NOVA ROMA DO SUL,4313359,25,0,9,0,0.0,
2012,RS,84760,PROGRESSO,4315156,38,0,9,0,0.0,
2012,RS,84778,PIRAPÓ,4314555,28,0,9,0,0.0,
2012,RS,84786,JABOTICABA,4310850,23,0,9,0,0.0,
2012,RS,84794,SÃO JORGE,4318440,22,0,9,0,0.0,
2012,RS,84808,ALTO ALEGRE,4300554,25,0,9,0,0.0,
2012,RS,84816,NOVA HARTZ,4313060,98,2,11,0,0.02040816326530612,0.0
2012,RS,84824,DOIS LAJEADOS,4306452,34,0,9,0,0.0,
2012,RS,84832,SÃO DOMINGOS DO SUL,4318051,27,0,9,0,0.0,
2012,RS,84840,TUNAS,4322152,34,2,9,1,0.058823529411764705,0.5
2012,RS,84859,SÃO JOÃO DA URTIGA,4318424,23,0,9,0,0.0,
2012,RS,84867,GUABIJU,4309258,20,0,9,0,0.0,
2012,RS,84875,QUINZE DE NOVEMBRO,4315354,25,1,9,0,0.04,0.0
2012,RS,84883,DOUTOR MAURÍCIO CARDOSO,4306734,16,0,9,0,0.0,
2012,RS,84891,CAPELA DE SANTANA,4304689,89,0,9,0,0.0,
2012,RS,84905,JAQUIRANA,4311122,37,2,9,0,0.05405405405405406,0.0
2012,RS,84913,VANINI,4322558,21,0,9,0,0.0,
2012,RS,84921,BOQUEIRÃO DO LEÃO,4302451,43,0,9,0,0.0,
2012,RS,84930,FAGUNDES VARELA,4307864,21,0,9,0,0.0,
2012,RS,84948,ÁGUA SANTA,4300059,23,0,9,0,0.0,
2012,RS,84956,SILVEIRA MARTINS,4320651,34,0,9,0,0.0,
2012,RS,84964,IBIRAPUITÃ,4309951,44,0,9,0,0.0,
2012,RS,84972,IBARAMA,4309753,27,0,9,0,0.0,
2012,RS,84980,PANTANO GRANDE,4313953,45,0,9,0,0.0,
2012,RS,84999,IPÊ,4310439,33,0,9,0,0.0,
2012,RS,85006,TRINDADE DO SUL,4321956,28,0,9,0,0.0,
2012,RS,85014,AGUDO,4300109,37,1,9,0,0.02702702702702703,0.0
2012,RS,85022,ERNESTINA,4307054,30,1,9,0,0.03333333333333333,0.0
2012,RS,85030,AJURICABA,4300208,30,0,9,0,0.0,
2012,RS,85049,DEZESSEIS DE NOVEMBRO,4306353,20,0,9,0,0.0,
2012,RS,85057,ALECRIM,4300307,21,0,9,0,0.0,
2012,RS,85065,BROCHIER,4302659,50,1,9,1,0.02,1.0
2012,RS,85073,ALEGRETE,4300406,133,1,15,0,0.007518796992481203,0.0
2012,RS,85081,EREBANGO,4306973,29,1,9,1,0.034482758620689655,1.0
2012,RS,85090,ALPESTRE,4300505,32,0,9,0,0.0,
2012,RS,85103,ENTRE-IJUÍS,4306932,47,1,9,0,0.02127659574468085,0.0
2012,RS,85111,ALVORADA,4300604,208,3,17,0,0.014423076923076924,0.0
2012,RS,85120,NOVA ESPERANÇA DO SUL,4313037,30,0,9,0,0.0,
2012,RS,85138,ANTA GORDA,4300703,25,0,9,0,0.0,
2012,RS,85146,PAVERAMA,4314159,48,0,9,0,0.0,
2012,RS,85154,ANTÔNIO PRADO,4300802,41,0,9,0,0.0,
