ANO_ELEICAO_ANALISE,ESFERA,SG_UF,grupo_religioso,votos,total_recorte,pct_votos,comparacao,codarea
2012,municipal,AC,Cristãos,8658,355741,0.024337931247733605,cristaos_vs_nao_cristaos,12
2012,municipal,AC,Não cristãos,347083,355741,0.9756620687522664,cristaos_vs_nao_cristaos,12
2012,municipal,AL,Cristãos,30274,1471149,0.020578473016669284,cristaos_vs_nao_cristaos,27
2012,municipal,AL,Não cristãos,1440875,1471149,0.9794215269833307,cristaos_vs_nao_cristaos,27
2012,municipal,AM,Cristãos,26553,1578560,0.01682102675856477,cristaos_vs_nao_cristaos,13
2012,municipal,AM,Não cristãos,1552007,1578560,0.9831789732414352,cristaos_vs_nao_cristaos,13
2012,municipal,AP,Cristãos,17054,339287,0.05026423057765255,cristaos_vs_nao_cristaos,16
2012,municipal,AP,Não cristãos,322233,339287,0.9497357694223475,cristaos_vs_nao_cristaos,16
2012,municipal,BA,Cristãos,422011,7002618,0.06026474669902028,cristaos_vs_nao_cristaos,29
2012,municipal,BA,Não cristãos,6580607,7002618,0.9397352533009797,cristaos_vs_nao_cristaos,29
2012,municipal,CE,Cristãos,45414,4457048,0.01018925530979249,cristaos_vs_nao_cristaos,23
2012,municipal,CE,Não cristãos,4411634,4457048,0.9898107446902075,cristaos_vs_nao_cristaos,23
2012,municipal,ES,Cristãos,52145,1897304,0.02748373481529581,cristaos_vs_nao_cristaos,32
2012,municipal,ES,Não cristãos,1845159,1897304,0.9725162651847042,cristaos_vs_nao_cristaos,32
2012,municipal,GO,Cristãos,100674,3134100,0.03212214032736671,cristaos_vs_nao_cristaos,52
2012,municipal,GO,Não cristãos,3033426,3134100,0.9678778596726333,cristaos_vs_nao_cristaos,52
2012,municipal,MA,Cristãos,107564,3257606,0.03301933996929033,cristaos_vs_nao_cristaos,21
2012,municipal,MA,Não cristãos,3150042,3257606,0.9669806600307097,cristaos_vs_nao_cristaos,21
2012,municipal,MG,Cristãos,381727,10641537,0.0358714159430165,cristaos_vs_nao_cristaos,31
2012,municipal,MG,Não cristãos,10259810,10641537,0.9641285840569835,cristaos_vs_nao_cristaos,31
2012,municipal,MS,Cristãos,27640,1252711,0.02206414727738481,cristaos_vs_nao_cristaos,50
2012,municipal,MS,Não cristãos,1225071,1252711,0.9779358527226152,cristaos_vs_nao_cristaos,50
2012,municipal,MT,Cristãos,29705,1554171,0.01911308343805154,cristaos_vs_nao_cristaos,51
2012,municipal,MT,Não cristãos,1524466,1554171,0.9808869165619485,cristaos_vs_nao_cristaos,51
2012,municipal,PA,Cristãos,127166,3691284,0.03445034302427014,cristaos_vs_nao_cristaos,15
2012,municipal,PA,Não cristãos,3564118,3691284,0.9655496569757298,cristaos_vs_nao_cristaos,15
2012,municipal,PB,Cristãos,28337,2111980,0.013417267208969783,cristaos_vs_nao_cristaos,25
2012,municipal,PB,Não cristãos,2083643,2111980,0.9865827327910303,cristaos_vs_nao_cristaos,25
2012,municipal,PE,Cristãos,77190,4703961,0.01640957482428107,cristaos_vs_nao_cristaos,26
2012,municipal,PE,Não cristãos,4626771,4703961,0.9835904251757189,cristaos_vs_nao_cristaos,26
2012,municipal,PI,Cristãos,30913,1753776,0.017626538394869128,cristaos_vs_nao_cristaos,22
2012,municipal,PI,Não cristãos,1722863,1753776,0.9823734616051308,cristaos_vs_nao_cristaos,22
2012,municipal,PR,Cristãos,128863,5758881,0.02237639569214922,cristaos_vs_nao_cristaos,41
2012,municipal,PR,Não cristãos,5630018,5758881,0.9776236043078508,cristaos_vs_nao_cristaos,41
2012,municipal,RJ,Cristãos,165127,7657859,0.021563076572707854,cristaos_vs_nao_cristaos,33
2012,municipal,RJ,Não cristãos,7492732,7657859,0.9784369234272922,cristaos_vs_nao_cristaos,33
2012,municipal,RN,Cristãos,18151,1794850,0.010112822798562553,cristaos_vs_nao_cristaos,24
2012,municipal,RN,Não cristãos,1776699,1794850,0.9898871772014375,cristaos_vs_nao_cristaos,24
2012,municipal,RO,Cristãos,25500,797699,0.031966944925341516,cristaos_vs_nao_cristaos,11
2012,municipal,RO,Não cristãos,772199,797699,0.9680330550746585,cristaos_vs_nao_cristaos,11
2012,municipal,RR,Cristãos,7891,226005,0.03491515674431982,cristaos_vs_nao_cristaos,14
2012,municipal,RR,Não cristãos,218114,226005,0.9650848432556802,cristaos_vs_nao_cristaos,14
2012,municipal,RS,Cristãos,85335,6102206,0.013984286993916626,cristaos_vs_nao_cristaos,43
2012,municipal,RS,Não cristãos,6016871,6102206,0.9860157130060834,cristaos_vs_nao_cristaos,43
2012,municipal,SC,Cristãos,46838,3675313,0.012743948610635339,cristaos_vs_nao_cristaos,42
2012,municipal,SC,Não cristãos,3628475,3675313,0.9872560513893647,cristaos_vs_nao_cristaos,42
2012,municipal,SE,Cristãos,76265,1125326,0.06777147244442944,cristaos_vs_nao_cristaos,28
2012,municipal,SE,Não cristãos,1049061,1125326,0.9322285275555706,cristaos_vs_nao_cristaos,28
2012,municipal,SP,Cristãos,699570,20083484,0.03483309967533522,cristaos_vs_nao_cristaos,35
2012,municipal,SP,Não cristãos,19383914,20083484,0.9651669003246648,cristaos_vs_nao_cristaos,35
2012,municipal,TO,Cristãos,17780,752593,0.02362498721088291,cristaos_vs_nao_cristaos,17
2012,municipal,TO,Não cristãos,734813,752593,0.9763750127891171,cristaos_vs_nao_cristaos,17
2014,estadual,AC,Cristãos,6889,377299,0.01825872848854622,cristaos_vs_nao_cristaos,12
2014,estadual,AC,Não cristãos,370410,377299,0.9817412715114537,cristaos_vs_nao_cristaos,12
2014,estadual,AL,Cristãos,53980,1314659,0.04106007717590645,cristaos_vs_nao_cristaos,27
2014,estadual,AL,Não cristãos,1260679,1314659,0.9589399228240936,cristaos_vs_nao_cristaos,27
2014,estadual,AM,Cristãos,44061,1552644,0.02837804416208738,cristaos_vs_nao_cristaos,13
2014,estadual,AM,Não cristãos,1508583,1552644,0.9716219558379127,cristaos_vs_nao_cristaos,13
2014,estadual,AP,Cristãos,20536,373731,0.05494861277228809,cristaos_vs_nao_cristaos,16
2014,estadual,AP,Não cristãos,353195,373731,0.9450513872277119,cristaos_vs_nao_cristaos,16
2014,estadual,BA,Cristãos,411942,6053428,0.06805102827687055,cristaos_vs_nao_cristaos,29
2014,estadual,BA,Não cristãos,5641486,6053428,0.9319489717231294,cristaos_vs_nao_cristaos,29
2014,estadual,CE,Cristãos,15155,4086768,0.0037083093535037956,cristaos_vs_nao_cristaos,23
2014,estadual,CE,Não cristãos,4071613,4086768,0.9962916906464963,cristaos_vs_nao_cristaos,23
2014,estadual,DF,Cristãos,66050,1439955,0.04586948897708609,cristaos_vs_nao_cristaos,53
2014,estadual,DF,Não cristãos,1373905,1439955,0.9541305110229139,cristaos_vs_nao_cristaos,53
2014,estadual,ES,Cristãos,69904,1757871,0.03976628546690855,cristaos_vs_nao_cristaos,32
2014,estadual,ES,Não cristãos,1687967,1757871,0.9602337145330915,cristaos_vs_nao_cristaos,32
2014,estadual,GO,Cristãos,85119,2877038,0.029585636338484232,cristaos_vs_nao_cristaos,52
2014,estadual,GO,Não cristãos,2791919,2877038,0.9704143636615158,cristaos_vs_nao_cristaos,52
2014,estadual,MA,Cristãos,58123,2917435,0.019922637522344112,cristaos_vs_nao_cristaos,21
2014,estadual,MA,Não cristãos,2859312,2917435,0.9800773624776559,cristaos_vs_nao_cristaos,21
2014,estadual,MG,Cristãos,117693,9204160,0.012786935472655843,cristaos_vs_nao_cristaos,31
2014,estadual,MG,Não cristãos,9086467,9204160,0.9872130645273441,cristaos_vs_nao_cristaos,31
2014,estadual,MS,Cristãos,3486,1204007,0.0028953320038836985,cristaos_vs_nao_cristaos,50
2014,estadual,MS,Não cristãos,1200521,1204007,0.9971046679961163,cristaos_vs_nao_cristaos,50
2014,estadual,MT,Cristãos,3431,1394584,0.0024602318684281478,cristaos_vs_nao_cristaos,51
2014,estadual,MT,Não cristãos,1391153,1394584,0.9975397681315719,cristaos_vs_nao_cristaos,51
2014,estadual,PA,Cristãos,96939,3453031,0.028073596790761508,cristaos_vs_nao_cristaos,15
2014,estadual,PA,Não cristãos,3356092,3453031,0.9719264032092385,cristaos_vs_nao_cristaos,15
2014,estadual,PB,Cristãos,30546,1835376,0.01664291131626435,cristaos_vs_nao_cristaos,25
2014,estadual,PB,Não cristãos,1804830,1835376,0.9833570886837356,cristaos_vs_nao_cristaos,25
2014,estadual,PE,Cristãos,434825,4171737,0.10423116318214691,cristaos_vs_nao_cristaos,26
2014,estadual,PE,Não cristãos,3736912,4171737,0.8957688368178531,cristaos_vs_nao_cristaos,26
2014,estadual,PI,Cristãos,49944,1607165,0.031075838510669408,cristaos_vs_nao_cristaos,22
2014,estadual,PI,Não cristãos,1557221,1607165,0.9689241614893306,cristaos_vs_nao_cristaos,22
2014,estadual,PR,Cristãos,104255,5283167,0.019733428831608012,cristaos_vs_nao_cristaos,41
2014,estadual,PR,Não cristãos,5178912,5283167,0.980266571168392,cristaos_vs_nao_cristaos,41
2014,estadual,RJ,Cristãos,72240,7158522,0.010091468602038241,cristaos_vs_nao_cristaos,33
2014,estadual,RJ,Não cristãos,7086282,7158522,0.9899085313979618,cristaos_vs_nao_cristaos,33
2014,estadual,RN,Cristãos,26414,1529149,0.017273660055364126,cristaos_vs_nao_cristaos,24
2014,estadual,RN,Não cristãos,1502735,1529149,0.9827263399446359,cristaos_vs_nao_cristaos,24
2014,estadual,RO,Cristãos,13697,761590,0.017984742446723302,cristaos_vs_nao_cristaos,11
2014,estadual,RO,Não cristãos,747893,761590,0.9820152575532767,cristaos_vs_nao_cristaos,11
2014,estadual,RR,Cristãos,15748,242396,0.06496806878001288,cristaos_vs_nao_cristaos,14
2014,estadual,RR,Não cristãos,226648,242396,0.9350319312199872,cristaos_vs_nao_cristaos,14
2014,estadual,RS,Cristãos,95167,5585600,0.01703791893440275,cristaos_vs_nao_cristaos,43
2014,estadual,RS,Não cristãos,5490433,5585600,0.9829620810655972,cristaos_vs_nao_cristaos,43
2014,estadual,SC,Cristãos,92410,3287585,0.02810877893651419,cristaos_vs_nao_cristaos,42
2014,estadual,SC,Não cristãos,3195175,3287585,0.9718912210634858,cristaos_vs_nao_cristaos,42
2014,estadual,SE,Cristãos,119033,967550,0.12302516665805385,cristaos_vs_nao_cristaos,28
2014,estadual,SE,Não cristãos,848517,967550,0.8769748333419461,cristaos_vs_nao_cristaos,28
2014,estadual,SP,Cristãos,452602,17595474,0.02572263753735762,cristaos_vs_nao_cristaos,35
2014,estadual,SP,Não cristãos,17142872,17595474,0.9742773624626424,cristaos_vs_nao_cristaos,35
2014,estadual,TO,Cristãos,33694,699008,0.048202595678447174,cristaos_vs_nao_cristaos,17
2014,estadual,TO,Não cristãos,665314,699008,0.9517974043215528,cristaos_vs_nao_cristaos,17
2014,federal,AC,Não cristãos,743145,743145,1.0,cristaos_vs_nao_cristaos,12
2014,federal,AL,Cristãos,15388,2520899,0.006104171567365452,cristaos_vs_nao_cristaos,27
2014,federal,AL,Não cristãos,2505511,2520899,0.9938958284326346,cristaos_vs_nao_cristaos,27
2014,federal,AM,Cristãos,51186,3156350,0.016216832734012386,cristaos_vs_nao_cristaos,13
2014,federal,AM,Não cristãos,3105164,3156350,0.9837831672659876,cristaos_vs_nao_cristaos,13
2014,federal,AP,Cristãos,20346,731297,0.027821801538909636,cristaos_vs_nao_cristaos,16
2014,federal,AP,Não cristãos,710951,731297,0.9721781984610903,cristaos_vs_nao_cristaos,16
2014,federal,BA,Cristãos,44581,11961005,0.003727195164620364,cristaos_vs_nao_cristaos,29
2014,federal,BA,Não cristãos,11916424,11961005,0.9962728048353796,cristaos_vs_nao_cristaos,29
2014,federal,CE,Cristãos,1293,7999980,0.00016162540406351015,cristaos_vs_nao_cristaos,23
2014,federal,CE,Não cristãos,7998687,7999980,0.9998383745959365,cristaos_vs_nao_cristaos,23
2014,federal,DF,Cristãos,3069,2797026,0.0010972368508551584,cristaos_vs_nao_cristaos,53
2014,federal,DF,Não cristãos,2793957,2797026,0.9989027631491448,cristaos_vs_nao_cristaos,53
2014,federal,ES,Cristãos,11208,3346003,0.0033496682459639156,cristaos_vs_nao_cristaos,32
2014,federal,ES,Não cristãos,3334795,3346003,0.9966503317540361,cristaos_vs_nao_cristaos,32
2014,federal,GO,Cristãos,26921,5522738,0.004874574893829836,cristaos_vs_nao_cristaos,52
2014,federal,GO,Não cristãos,5495817,5522738,0.9951254251061702,cristaos_vs_nao_cristaos,52
2014,federal,MA,Cristãos,51249,5765592,0.00888876632269505,cristaos_vs_nao_cristaos,21
2014,federal,MA,Não cristãos,5714343,5765592,0.9911112336773049,cristaos_vs_nao_cristaos,21
2014,federal,MG,Cristãos,164199,18211076,0.009016435931627544,cristaos_vs_nao_cristaos,31
2014,federal,MG,Não cristãos,18046877,18211076,0.9909835640683724,cristaos_vs_nao_cristaos,31
2014,federal,MS,Cristãos,239316,2391303,0.10007765640740633,cristaos_vs_nao_cristaos,50
2014,federal,MS,Não cristãos,2151987,2391303,0.8999223435925937,cristaos_vs_nao_cristaos,50
2014,federal,MT,Cristãos,737,2676171,0.00027539346327271313,cristaos_vs_nao_cristaos,51
2014,federal,MT,Não cristãos,2675434,2676171,0.9997246065367272,cristaos_vs_nao_cristaos,51
2014,federal,PA,Cristãos,40871,6889844,0.0059320646447147424,cristaos_vs_nao_cristaos,15
2014,federal,PA,Não cristãos,6848973,6889844,0.9940679353552853,cristaos_vs_nao_cristaos,15
2014,federal,PB,Cristãos,36745,3517067,0.01044762582003698,cristaos_vs_nao_cristaos,25
2014,federal,PB,Não cristãos,3480322,3517067,0.989552374179963,cristaos_vs_nao_cristaos,25
2014,federal,PE,Cristãos,252352,8257129,0.030561712188340525,cristaos_vs_nao_cristaos,26
2014,federal,PE,Não cristãos,8004777,8257129,0.9694382878116595,cristaos_vs_nao_cristaos,26
2014,federal,PI,Cristãos,828,3162711,0.0002618007146400667,cristaos_vs_nao_cristaos,22
2014,federal,PI,Não cristãos,3161883,3162711,0.9997381992853599,cristaos_vs_nao_cristaos,22
2014,federal,PR,Cristãos,91277,10602804,0.008608760475059238,cristaos_vs_nao_cristaos,41
2014,federal,PR,Não cristãos,10511527,10602804,0.9913912395249408,cristaos_vs_nao_cristaos,41
2014,federal,RJ,Cristãos,58856,14463617,0.004069244919856493,cristaos_vs_nao_cristaos,33
2014,federal,RJ,Não cristãos,14404761,14463617,0.9959307550801435,cristaos_vs_nao_cristaos,33
2014,federal,RN,Não cristãos,2924709,2924709,1.0,cristaos_vs_nao_cristaos,24
2014,federal,RO,Cristãos,24696,1485551,0.01662413474865555,cristaos_vs_nao_cristaos,11
2014,federal,RO,Não cristãos,1460855,1485551,0.9833758652513445,cristaos_vs_nao_cristaos,11
2014,federal,RR,Cristãos,34545,460578,0.07500358245508904,cristaos_vs_nao_cristaos,14
2014,federal,RR,Não cristãos,426033,460578,0.9249964175449109,cristaos_vs_nao_cristaos,14
2014,federal,RS,Cristãos,230758,11234821,0.020539535075814738,cristaos_vs_nao_cristaos,43
2014,federal,RS,Não cristãos,11004063,11234821,0.9794604649241853,cristaos_vs_nao_cristaos,43
2014,federal,SC,Cristãos,38552,6191488,0.006226613053275723,cristaos_vs_nao_cristaos,42
2014,federal,SC,Não cristãos,6152936,6191488,0.9937733869467242,cristaos_vs_nao_cristaos,42
2014,federal,SE,Cristãos,54611,1890415,0.028888365782116624,cristaos_vs_nao_cristaos,28
2014,federal,SE,Não cristãos,1835804,1890415,0.9711116342178834,cristaos_vs_nao_cristaos,28
2014,federal,SP,Cristãos,886205,38247096,0.023170517311954873,cristaos_vs_nao_cristaos,35
2014,federal,SP,Não cristãos,37360891,38247096,0.9768294826880451,cristaos_vs_nao_cristaos,35
