ANO_ELEICAO_ANALISE,ESFERA,SG_UF,grupo_religioso,votos,total_recorte,pct_votos,comparacao,codarea
2020,municipal,SE,Direita,47475,68707,0.6909776296447232,cristaos_direita_vs_esquerda,28
2020,municipal,SE,Esquerda,21232,68707,0.30902237035527674,cristaos_direita_vs_esquerda,28
2020,municipal,SP,Direita,474217,546454,0.8678077203204662,cristaos_direita_vs_esquerda,35
2020,municipal,SP,Esquerda,72237,546454,0.13219227967953387,cristaos_direita_vs_esquerda,35
2020,municipal,TO,Direita,11294,16024,0.70481777333999,cristaos_direita_vs_esquerda,17
2020,municipal,TO,Esquerda,4730,16024,0.29518222666001,cristaos_direita_vs_esquerda,17
2022,estadual,AC,Direita,8404,8850,0.9496045197740113,cristaos_direita_vs_esquerda,12
2022,estadual,AC,Esquerda,446,8850,0.0503954802259887,cristaos_direita_vs_esquerda,12
2022,estadual,AL,Direita,26296,30400,0.865,cristaos_direita_vs_esquerda,27
2022,estadual,AL,Esquerda,4104,30400,0.135,cristaos_direita_vs_esquerda,27
2022,estadual,AM,Direita,3483,5782,0.602386717398824,cristaos_direita_vs_esquerda,13
2022,estadual,AM,Esquerda,2299,5782,0.39761328260117607,cristaos_direita_vs_esquerda,13
2022,estadual,AP,Direita,13605,24683,0.5511890775027347,cristaos_direita_vs_esquerda,16
2022,estadual,AP,Esquerda,11078,24683,0.44881092249726534,cristaos_direita_vs_esquerda,16
2022,estadual,BA,Direita,244095,431821,0.5652689424553229,cristaos_direita_vs_esquerda,29
2022,estadual,BA,Esquerda,187726,431821,0.43473105754467706,cristaos_direita_vs_esquerda,29
2022,estadual,CE,Direita,45163,46474,0.9717906786590351,cristaos_direita_vs_esquerda,23
2022,estadual,CE,Esquerda,1311,46474,0.028209321340964842,cristaos_direita_vs_esquerda,23
2022,estadual,DF,Direita,53521,63286,0.8457004708782353,cristaos_direita_vs_esquerda,53
2022,estadual,DF,Esquerda,9765,63286,0.1542995291217647,cristaos_direita_vs_esquerda,53
2022,estadual,ES,Direita,36860,38055,0.9685980817238208,cristaos_direita_vs_esquerda,32
2022,estadual,ES,Esquerda,1195,38055,0.03140191827617921,cristaos_direita_vs_esquerda,32
2022,estadual,GO,Direita,26494,30951,0.8559981906885077,cristaos_direita_vs_esquerda,52
2022,estadual,GO,Esquerda,4457,30951,0.14400180931149237,cristaos_direita_vs_esquerda,52
2022,estadual,MA,Direita,68529,112524,0.6090167430948065,cristaos_direita_vs_esquerda,21
2022,estadual,MA,Esquerda,43995,112524,0.39098325690519353,cristaos_direita_vs_esquerda,21
2022,estadual,MG,Direita,67290,159396,0.4221561394263344,cristaos_direita_vs_esquerda,31
2022,estadual,MG,Esquerda,92106,159396,0.5778438605736655,cristaos_direita_vs_esquerda,31
2022,estadual,MS,Direita,8860,13420,0.6602086438152012,cristaos_direita_vs_esquerda,50
2022,estadual,MS,Esquerda,4560,13420,0.33979135618479883,cristaos_direita_vs_esquerda,50
2022,estadual,MT,Direita,10662,10928,0.9756588579795022,cristaos_direita_vs_esquerda,51
2022,estadual,MT,Esquerda,266,10928,0.024341142020497804,cristaos_direita_vs_esquerda,51
2022,estadual,PA,Direita,46461,54713,0.8491766125052547,cristaos_direita_vs_esquerda,15
2022,estadual,PA,Esquerda,8252,54713,0.1508233874947453,cristaos_direita_vs_esquerda,15
2022,estadual,PB,Direita,6628,8989,0.7373456446768273,cristaos_direita_vs_esquerda,25
2022,estadual,PB,Esquerda,2361,8989,0.2626543553231728,cristaos_direita_vs_esquerda,25
2022,estadual,PE,Direita,266924,267057,0.9995019789782705,cristaos_direita_vs_esquerda,26
2022,estadual,PE,Esquerda,133,267057,0.0004980210217294435,cristaos_direita_vs_esquerda,26
2022,estadual,PI,Direita,35314,45355,0.7786131628265902,cristaos_direita_vs_esquerda,22
2022,estadual,PI,Esquerda,10041,45355,0.22138683717340976,cristaos_direita_vs_esquerda,22
2022,estadual,PR,Direita,6625,21686,0.30549663377294106,cristaos_direita_vs_esquerda,41
2022,estadual,PR,Esquerda,15061,21686,0.6945033662270589,cristaos_direita_vs_esquerda,41
2022,estadual,RJ,Direita,32691,37572,0.8700894282976684,cristaos_direita_vs_esquerda,33
2022,estadual,RJ,Esquerda,4881,37572,0.12991057170233153,cristaos_direita_vs_esquerda,33
2022,estadual,RN,Direita,3039,3039,1.0,cristaos_direita_vs_esquerda,24
2022,estadual,RO,Direita,2633,11636,0.22628050876589895,cristaos_direita_vs_esquerda,11
2022,estadual,RO,Esquerda,9003,11636,0.7737194912341011,cristaos_direita_vs_esquerda,11
2022,estadual,RR,Direita,5409,8969,0.603077266138923,cristaos_direita_vs_esquerda,14
2022,estadual,RR,Esquerda,3560,8969,0.39692273386107707,cristaos_direita_vs_esquerda,14
2022,estadual,RS,Direita,14380,75924,0.1893999262420315,cristaos_direita_vs_esquerda,43
2022,estadual,RS,Esquerda,61544,75924,0.8106000737579685,cristaos_direita_vs_esquerda,43
2022,estadual,SC,Direita,1321,28124,0.046970558953207224,cristaos_direita_vs_esquerda,42
2022,estadual,SC,Esquerda,26803,28124,0.9530294410467928,cristaos_direita_vs_esquerda,42
2022,estadual,SE,Direita,42622,49248,0.865456465237167,cristaos_direita_vs_esquerda,28
2022,estadual,SE,Esquerda,6626,49248,0.134543534762833,cristaos_direita_vs_esquerda,28
2022,estadual,SP,Direita,205710,248598,0.8274805107040282,cristaos_direita_vs_esquerda,35
2022,estadual,SP,Esquerda,42888,248598,0.1725194892959718,cristaos_direita_vs_esquerda,35
2022,estadual,TO,Direita,14203,15099,0.9406583217431618,cristaos_direita_vs_esquerda,17
2022,estadual,TO,Esquerda,896,15099,0.0593416782568382,cristaos_direita_vs_esquerda,17
2022,federal,AC,Direita,902,11517,0.07831900668576887,cristaos_direita_vs_esquerda,12
2022,federal,AC,Esquerda,10615,11517,0.9216809933142311,cristaos_direita_vs_esquerda,12
2022,federal,AL,Direita,2262,2262,1.0,cristaos_direita_vs_esquerda,27
2022,federal,AM,Direita,6153,6153,1.0,cristaos_direita_vs_esquerda,13
2022,federal,AP,Direita,1862,3654,0.5095785440613027,cristaos_direita_vs_esquerda,16
2022,federal,AP,Esquerda,1792,3654,0.4904214559386973,cristaos_direita_vs_esquerda,16
2022,federal,BA,Direita,78315,103372,0.7576036063924467,cristaos_direita_vs_esquerda,29
2022,federal,BA,Esquerda,25057,103372,0.2423963936075533,cristaos_direita_vs_esquerda,29
2022,federal,CE,Direita,14848,14848,1.0,cristaos_direita_vs_esquerda,23
2022,federal,DF,Direita,2316,8054,0.2875589769058853,cristaos_direita_vs_esquerda,53
2022,federal,DF,Esquerda,5738,8054,0.7124410230941147,cristaos_direita_vs_esquerda,53
2022,federal,ES,Direita,32857,36393,0.9028384579452092,cristaos_direita_vs_esquerda,32
2022,federal,ES,Esquerda,3536,36393,0.09716154205479076,cristaos_direita_vs_esquerda,32
2022,federal,GO,Direita,7737,7914,0.9776345716451857,cristaos_direita_vs_esquerda,52
2022,federal,GO,Esquerda,177,7914,0.022365428354814254,cristaos_direita_vs_esquerda,52
2022,federal,MA,Direita,115683,116924,0.9893862680031473,cristaos_direita_vs_esquerda,21
2022,federal,MA,Esquerda,1241,116924,0.010613731996852657,cristaos_direita_vs_esquerda,21
2022,federal,MG,Direita,128420,230995,0.5559427693240113,cristaos_direita_vs_esquerda,31
2022,federal,MG,Esquerda,102575,230995,0.4440572306759887,cristaos_direita_vs_esquerda,31
2022,federal,MS,Direita,2415,2415,1.0,cristaos_direita_vs_esquerda,50
2022,federal,MT,Direita,6514,6514,1.0,cristaos_direita_vs_esquerda,51
2022,federal,PA,Direita,19322,37429,0.5162307301824788,cristaos_direita_vs_esquerda,15
2022,federal,PA,Esquerda,18107,37429,0.48376926981752116,cristaos_direita_vs_esquerda,15
2022,federal,PB,Direita,4965,44799,0.11082836670461395,cristaos_direita_vs_esquerda,25
2022,federal,PB,Esquerda,39834,44799,0.8891716332953861,cristaos_direita_vs_esquerda,25
2022,federal,PE,Direita,147920,147920,1.0,cristaos_direita_vs_esquerda,26
2022,federal,PI,Direita,4638,5737,0.8084364650514206,cristaos_direita_vs_esquerda,22
2022,federal,PI,Esquerda,1099,5737,0.1915635349485794,cristaos_direita_vs_esquerda,22
2022,federal,PR,Direita,71425,72455,0.9857842798978677,cristaos_direita_vs_esquerda,41
2022,federal,PR,Esquerda,1030,72455,0.014215720102132358,cristaos_direita_vs_esquerda,41
2022,federal,RJ,Direita,102186,177726,0.5749637081800074,cristaos_direita_vs_esquerda,33
2022,federal,RJ,Esquerda,75540,177726,0.4250362918199926,cristaos_direita_vs_esquerda,33
2022,federal,RO,Direita,32529,32529,1.0,cristaos_direita_vs_esquerda,11
2022,federal,RR,Direita,48665,48665,1.0,cristaos_direita_vs_esquerda,14
2022,federal,RS,Direita,129685,149413,0.8679632963664473,cristaos_direita_vs_esquerda,43
2022,federal,RS,Esquerda,19728,149413,0.13203670363355263,cristaos_direita_vs_esquerda,43
2022,federal,SC,Direita,113,12827,0.008809542371559991,cristaos_direita_vs_esquerda,42
2022,federal,SC,Esquerda,12714,12827,0.99119045762844,cristaos_direita_vs_esquerda,42
2022,federal,SE,Direita,45673,66752,0.6842191994247363,cristaos_direita_vs_esquerda,28
2022,federal,SE,Esquerda,21079,66752,0.31578080057526364,cristaos_direita_vs_esquerda,28
2022,federal,SP,Direita,401841,521385,0.7707183750970972,cristaos_direita_vs_esquerda,35
2022,federal,SP,Esquerda,119544,521385,0.22928162490290285,cristaos_direita_vs_esquerda,35
2022,federal,TO,Direita,41170,41170,1.0,cristaos_direita_vs_esquerda,17
2024,municipal,AC,Direita,6207,8930,0.6950727883538634,cristaos_direita_vs_esquerda,12
2024,municipal,AC,Esquerda,2723,8930,0.3049272116461366,cristaos_direita_vs_esquerda,12
2024,municipal,AL,Direita,19218,25206,0.7624375148774102,cristaos_direita_vs_esquerda,27
2024,municipal,AL,Esquerda,5988,25206,0.23756248512258987,cristaos_direita_vs_esquerda,27
2024,municipal,AM,Direita,18225,19658,0.9271034693254655,cristaos_direita_vs_esquerda,13
2024,municipal,AM,Esquerda,1433,19658,0.07289653067453454,cristaos_direita_vs_esquerda,13
2024,municipal,AP,Direita,8167,14336,0.5696847098214286,cristaos_direita_vs_esquerda,16
2024,municipal,AP,Esquerda,6169,14336,0.43031529017857145,cristaos_direita_vs_esquerda,16
2024,municipal,BA,Direita,353730,497518,0.7109893511390543,cristaos_direita_vs_esquerda,29
2024,municipal,BA,Esquerda,143788,497518,0.28901064886094574,cristaos_direita_vs_esquerda,29
2024,municipal,CE,Direita,30607,49969,0.6125197622525966,cristaos_direita_vs_esquerda,23
2024,municipal,CE,Esquerda,19362,49969,0.38748023774740337,cristaos_direita_vs_esquerda,23
2024,municipal,ES,Direita,38980,47099,0.8276184207732649,cristaos_direita_vs_esquerda,32
2024,municipal,ES,Esquerda,8119,47099,0.17238157922673517,cristaos_direita_vs_esquerda,32
2024,municipal,GO,Direita,67256,83235,0.8080254700546645,cristaos_direita_vs_esquerda,52
2024,municipal,GO,Esquerda,15979,83235,0.1919745299453355,cristaos_direita_vs_esquerda,52
2024,municipal,MA,Direita,65046,92613,0.7023420038223576,cristaos_direita_vs_esquerda,21
2024,municipal,MA,Esquerda,27567,92613,0.29765799617764244,cristaos_direita_vs_esquerda,21
2024,municipal,MG,Direita,217266,280049,0.7758142325093109,cristaos_direita_vs_esquerda,31
2024,municipal,MG,Esquerda,62783,280049,0.22418576749068914,cristaos_direita_vs_esquerda,31
2024,municipal,MS,Direita,24688,27097,0.91109716942835,cristaos_direita_vs_esquerda,50
2024,municipal,MS,Esquerda,2409,27097,0.08890283057165,cristaos_direita_vs_esquerda,50
2024,municipal,MT,Direita,27131,31334,0.8658645560732751,cristaos_direita_vs_esquerda,51
2024,municipal,MT,Esquerda,4203,31334,0.13413544392672497,cristaos_direita_vs_esquerda,51
2024,municipal,PA,Direita,84887,108892,0.7795522168754362,cristaos_direita_vs_esquerda,15
2024,municipal,PA,Esquerda,24005,108892,0.22044778312456378,cristaos_direita_vs_esquerda,15
2024,municipal,PB,Direita,16379,24411,0.670968006226701,cristaos_direita_vs_esquerda,25
2024,municipal,PB,Esquerda,8032,24411,0.32903199377329895,cristaos_direita_vs_esquerda,25
2024,municipal,PE,Direita,62767,78696,0.7975881874555251,cristaos_direita_vs_esquerda,26
2024,municipal,PE,Esquerda,15929,78696,0.20241181254447493,cristaos_direita_vs_esquerda,26
2024,municipal,PI,Direita,14849,31729,0.4679945790916827,cristaos_direita_vs_esquerda,22
2024,municipal,PI,Esquerda,16880,31729,0.5320054209083173,cristaos_direita_vs_esquerda,22
2024,municipal,PR,Direita,85362,102865,0.8298449424002333,cristaos_direita_vs_esquerda,41
2024,municipal,PR,Esquerda,17503,102865,0.17015505759976668,cristaos_direita_vs_esquerda,41
2024,municipal,RJ,Direita,103751,139950,0.7413433369060378,cristaos_direita_vs_esquerda,33
2024,municipal,RJ,Esquerda,36199,139950,0.2586566630939621,cristaos_direita_vs_esquerda,33
2024,municipal,RN,Direita,8179,11430,0.715573053368329,cristaos_direita_vs_esquerda,24
2024,municipal,RN,Esquerda,3251,11430,0.28442694663167106,cristaos_direita_vs_esquerda,24
2024,municipal,RO,Direita,28115,29552,0.9513738494856524,cristaos_direita_vs_esquerda,11
2024,municipal,RO,Esquerda,1437,29552,0.04862615051434759,cristaos_direita_vs_esquerda,11
2024,municipal,RR,Direita,10615,12466,0.8515161238568908,cristaos_direita_vs_esquerda,14
2024,municipal,RR,Esquerda,1851,12466,0.14848387614310926,cristaos_direita_vs_esquerda,14
2024,municipal,RS,Direita,42035,53698,0.7828038288204402,cristaos_direita_vs_esquerda,43
2024,municipal,RS,Esquerda,11663,53698,0.21719617117955975,cristaos_direita_vs_esquerda,43
2024,municipal,SC,Direita,49595,55355,0.8959443591364827,cristaos_direita_vs_esquerda,42
2024,municipal,SC,Esquerda,5760,55355,0.1040556408635173,cristaos_direita_vs_esquerda,42
2024,municipal,SE,Direita,57739,81033,0.712536867695877,cristaos_direita_vs_esquerda,28
2024,municipal,SE,Esquerda,23294,81033,0.287463132304123,cristaos_direita_vs_esquerda,28
2024,municipal,SP,Direita,410011,483590,0.8478483839616204,cristaos_direita_vs_esquerda,35
2024,municipal,SP,Esquerda,73579,483590,0.15215161603837962,cristaos_direita_vs_esquerda,35
2024,municipal,TO,Direita,25905,33360,0.7765287769784173,cristaos_direita_vs_esquerda,17
2024,municipal,TO,Esquerda,7455,33360,0.22347122302158273,cristaos_direita_vs_esquerda,17
