ANO_ELEICAO_ANALISE,ESFERA,SG_UF,codigo_ibge_municipio,municipio_ibge,grupo_religioso,votos,total_recorte,pct_votos,comparacao
2016,municipal,MT,5106281,Novo São Joaquim,Não cristãos,3662,3663,0.9997269997269997,cristaos_vs_nao_cristaos
2016,municipal,MT,5106299,Paranaíta,Cristãos,595,6254,0.09513911096897985,cristaos_vs_nao_cristaos
2016,municipal,MT,5106299,Paranaíta,Não cristãos,5659,6254,0.9048608890310201,cristaos_vs_nao_cristaos
2016,municipal,MT,5106307,Paranatinga,Cristãos,149,10274,0.014502627992992019,cristaos_vs_nao_cristaos
2016,municipal,MT,5106307,Paranatinga,Não cristãos,10125,10274,0.9854973720070079,cristaos_vs_nao_cristaos
2016,municipal,MT,5106315,Novo Santo Antônio,Cristãos,93,1352,0.06878698224852071,cristaos_vs_nao_cristaos
2016,municipal,MT,5106315,Novo Santo Antônio,Não cristãos,1259,1352,0.9312130177514792,cristaos_vs_nao_cristaos
2016,municipal,MT,5106372,Pedra Preta,Não cristãos,9425,9425,1.0,cristaos_vs_nao_cristaos
2016,municipal,MT,5106422,Peixoto De Azevedo,Cristãos,263,13252,0.019846060971928765,cristaos_vs_nao_cristaos
2016,municipal,MT,5106422,Peixoto De Azevedo,Não cristãos,12989,13252,0.9801539390280712,cristaos_vs_nao_cristaos
2016,municipal,MT,5106455,Planalto Da Serra,Não cristãos,1923,1923,1.0,cristaos_vs_nao_cristaos
2016,municipal,MT,5106505,Poconé,Cristãos,474,16021,0.029586168154297484,cristaos_vs_nao_cristaos
2016,municipal,MT,5106505,Poconé,Não cristãos,15547,16021,0.9704138318457025,cristaos_vs_nao_cristaos
2016,municipal,MT,5106653,Pontal Do Araguaia,Não cristãos,3899,3899,1.0,cristaos_vs_nao_cristaos
2016,municipal,MT,5106703,Ponte Branca,Não cristãos,1513,1513,1.0,cristaos_vs_nao_cristaos
2016,municipal,MT,5106752,Pontes E Lacerda,Cristãos,737,19437,0.03791737408036219,cristaos_vs_nao_cristaos
2016,municipal,MT,5106752,Pontes E Lacerda,Não cristãos,18700,19437,0.9620826259196378,cristaos_vs_nao_cristaos
2016,municipal,MT,5106778,Porto Alegre Do Norte,Cristãos,1,5200,0.0001923076923076923,cristaos_vs_nao_cristaos
2016,municipal,MT,5106778,Porto Alegre Do Norte,Não cristãos,5199,5200,0.9998076923076923,cristaos_vs_nao_cristaos
2016,municipal,MT,5106802,Porto Dos Gaúchos,Cristãos,107,3020,0.03543046357615894,cristaos_vs_nao_cristaos
2016,municipal,MT,5106802,Porto Dos Gaúchos,Não cristãos,2913,3020,0.964569536423841,cristaos_vs_nao_cristaos
2016,municipal,MT,5106828,Porto Esperidião,Cristãos,13,5796,0.002242926155969634,cristaos_vs_nao_cristaos
2016,municipal,MT,5106828,Porto Esperidião,Não cristãos,5783,5796,0.9977570738440303,cristaos_vs_nao_cristaos
2016,municipal,MT,5106851,Porto Estrela,Cristãos,186,2438,0.07629204265791632,cristaos_vs_nao_cristaos
2016,municipal,MT,5106851,Porto Estrela,Não cristãos,2252,2438,0.9237079573420837,cristaos_vs_nao_cristaos
2016,municipal,MT,5107008,Poxoréo,Cristãos,796,9400,0.08468085106382979,cristaos_vs_nao_cristaos
2016,municipal,MT,5107008,Poxoréo,Não cristãos,8604,9400,0.9153191489361702,cristaos_vs_nao_cristaos
2016,municipal,MT,5107040,Primavera Do Leste,Cristãos,341,28971,0.011770391080735909,cristaos_vs_nao_cristaos
2016,municipal,MT,5107040,Primavera Do Leste,Não cristãos,28630,28971,0.9882296089192641,cristaos_vs_nao_cristaos
2016,municipal,MT,5107065,Querência,Cristãos,158,8382,0.018849916487711765,cristaos_vs_nao_cristaos
2016,municipal,MT,5107065,Querência,Não cristãos,8224,8382,0.9811500835122883,cristaos_vs_nao_cristaos
2016,municipal,MT,5107107,São José Dos Quatro Marcos,Não cristãos,9363,9363,1.0,cristaos_vs_nao_cristaos
2016,municipal,MT,5107156,Reserva Do Cabaçal,Cristãos,11,1707,0.006444053895723492,cristaos_vs_nao_cristaos
2016,municipal,MT,5107156,Reserva Do Cabaçal,Não cristãos,1696,1707,0.9935559461042766,cristaos_vs_nao_cristaos
2016,municipal,MT,5107180,Ribeirão Cascalheira,Cristãos,42,4750,0.008842105263157894,cristaos_vs_nao_cristaos
2016,municipal,MT,5107180,Ribeirão Cascalheira,Não cristãos,4708,4750,0.9911578947368421,cristaos_vs_nao_cristaos
2016,municipal,MT,5107198,Ribeirãozinho,Cristãos,19,1674,0.011350059737156512,cristaos_vs_nao_cristaos
2016,municipal,MT,5107198,Ribeirãozinho,Não cristãos,1655,1674,0.9886499402628435,cristaos_vs_nao_cristaos
2016,municipal,MT,5107206,Rio Branco,Não cristãos,3169,3169,1.0,cristaos_vs_nao_cristaos
2016,municipal,MT,5107248,Santa Carmem,Não cristãos,2698,2698,1.0,cristaos_vs_nao_cristaos
2016,municipal,MT,5107263,Santo Afonso,Cristãos,110,1983,0.05547150781643974,cristaos_vs_nao_cristaos
2016,municipal,MT,5107263,Santo Afonso,Não cristãos,1873,1983,0.9445284921835603,cristaos_vs_nao_cristaos
2016,municipal,MT,5107297,São José Do Povo,Cristãos,33,2240,0.014732142857142857,cristaos_vs_nao_cristaos
2016,municipal,MT,5107297,São José Do Povo,Não cristãos,2207,2240,0.9852678571428571,cristaos_vs_nao_cristaos
2016,municipal,MT,5107305,São José Do Rio Claro,Cristãos,18,7438,0.0024200053777897286,cristaos_vs_nao_cristaos
2016,municipal,MT,5107305,São José Do Rio Claro,Não cristãos,7420,7438,0.9975799946222103,cristaos_vs_nao_cristaos
2016,municipal,MT,5107354,São José Do Xingu,Cristãos,160,3013,0.05310321938267507,cristaos_vs_nao_cristaos
2016,municipal,MT,5107354,São José Do Xingu,Não cristãos,2853,3013,0.946896780617325,cristaos_vs_nao_cristaos
2016,municipal,MT,5107404,São Pedro Da Cipa,Cristãos,14,2808,0.004985754985754986,cristaos_vs_nao_cristaos
2016,municipal,MT,5107404,São Pedro Da Cipa,Não cristãos,2794,2808,0.9950142450142451,cristaos_vs_nao_cristaos
2016,municipal,MT,5107578,Rondolândia,Cristãos,36,1986,0.01812688821752266,cristaos_vs_nao_cristaos
2016,municipal,MT,5107578,Rondolândia,Não cristãos,1950,1986,0.9818731117824774,cristaos_vs_nao_cristaos
2016,municipal,MT,5107602,Rondonópolis,Cristãos,1466,103446,0.014171645109525743,cristaos_vs_nao_cristaos
2016,municipal,MT,5107602,Rondonópolis,Não cristãos,101980,103446,0.9858283548904743,cristaos_vs_nao_cristaos
2016,municipal,MT,5107701,Rosário Oeste,Não cristãos,9152,9152,1.0,cristaos_vs_nao_cristaos
2016,municipal,MT,5107743,Santa Cruz Do Xingu,Não cristãos,1188,1188,1.0,cristaos_vs_nao_cristaos
2016,municipal,MT,5107750,Salto Do Céu,Não cristãos,2353,2353,1.0,cristaos_vs_nao_cristaos
2016,municipal,MT,5107768,Santa Rita Do Trivelato,Não cristãos,1649,1649,1.0,cristaos_vs_nao_cristaos
2016,municipal,MT,5107776,Santa Terezinha,Não cristãos,3410,3410,1.0,cristaos_vs_nao_cristaos
2016,municipal,MT,5107792,Santo Antônio Do Leste,Cristãos,73,1815,0.04022038567493113,cristaos_vs_nao_cristaos
2016,municipal,MT,5107792,Santo Antônio Do Leste,Não cristãos,1742,1815,0.9597796143250689,cristaos_vs_nao_cristaos
2016,municipal,MT,5107800,Santo Antônio Do Leverger,Cristãos,74,11709,0.006319924844136989,cristaos_vs_nao_cristaos
2016,municipal,MT,5107800,Santo Antônio Do Leverger,Não cristãos,11635,11709,0.993680075155863,cristaos_vs_nao_cristaos
2016,municipal,MT,5107859,São Félix Do Araguaia,Cristãos,86,4613,0.018642965532191632,cristaos_vs_nao_cristaos
2016,municipal,MT,5107859,São Félix Do Araguaia,Não cristãos,4527,4613,0.9813570344678084,cristaos_vs_nao_cristaos
2016,municipal,MT,5107875,Sapezal,Cristãos,564,8949,0.06302380154207174,cristaos_vs_nao_cristaos
2016,municipal,MT,5107875,Sapezal,Não cristãos,8385,8949,0.9369761984579282,cristaos_vs_nao_cristaos
2016,municipal,MT,5107883,Serra Nova Dourada,Não cristãos,1213,1213,1.0,cristaos_vs_nao_cristaos
2016,municipal,MT,5107909,Sinop,Cristãos,1329,57491,0.023116661738359048,cristaos_vs_nao_cristaos
2016,municipal,MT,5107909,Sinop,Não cristãos,56162,57491,0.976883338261641,cristaos_vs_nao_cristaos
2016,municipal,MT,5107925,Sorriso,Cristãos,268,36194,0.007404542189313146,cristaos_vs_nao_cristaos
2016,municipal,MT,5107925,Sorriso,Não cristãos,35926,36194,0.9925954578106868,cristaos_vs_nao_cristaos
2016,municipal,MT,5107941,Tabaporã,Cristãos,71,4537,0.015649107339651754,cristaos_vs_nao_cristaos
2016,municipal,MT,5107941,Tabaporã,Não cristãos,4466,4537,0.9843508926603483,cristaos_vs_nao_cristaos
2016,municipal,MT,5107958,Tangará Da Serra,Não cristãos,42016,42016,1.0,cristaos_vs_nao_cristaos
2016,municipal,MT,5108006,Tapurah,Cristãos,160,5606,0.028540849090260435,cristaos_vs_nao_cristaos
2016,municipal,MT,5108006,Tapurah,Não cristãos,5446,5606,0.9714591509097396,cristaos_vs_nao_cristaos
2016,municipal,MT,5108055,Terra Nova Do Norte,Não cristãos,6432,6432,1.0,cristaos_vs_nao_cristaos
2016,municipal,MT,5108105,Tesouro,Cristãos,153,2204,0.06941923774954628,cristaos_vs_nao_cristaos
2016,municipal,MT,5108105,Tesouro,Não cristãos,2051,2204,0.9305807622504537,cristaos_vs_nao_cristaos
2016,municipal,MT,5108204,Torixoréu,Cristãos,10,2726,0.003668378576669112,cristaos_vs_nao_cristaos
2016,municipal,MT,5108204,Torixoréu,Não cristãos,2716,2726,0.9963316214233309,cristaos_vs_nao_cristaos
2016,municipal,MT,5108303,União Do Sul,Não cristãos,1869,1869,1.0,cristaos_vs_nao_cristaos
2016,municipal,MT,5108352,Vale De São Domingos,Cristãos,274,1991,0.13761928679055752,cristaos_vs_nao_cristaos
2016,municipal,MT,5108352,Vale De São Domingos,Não cristãos,1717,1991,0.8623807132094425,cristaos_vs_nao_cristaos
2016,municipal,MT,5108402,Várzea Grande,Cristãos,2102,121838,0.017252417144076562,cristaos_vs_nao_cristaos
2016,municipal,MT,5108402,Várzea Grande,Não cristãos,119736,121838,0.9827475828559235,cristaos_vs_nao_cristaos
2016,municipal,MT,5108501,Vera,Cristãos,98,4813,0.020361520880947434,cristaos_vs_nao_cristaos
2016,municipal,MT,5108501,Vera,Não cristãos,4715,4813,0.9796384791190526,cristaos_vs_nao_cristaos
2016,municipal,MT,5108600,Vila Rica,Cristãos,31,8678,0.0035722516708919104,cristaos_vs_nao_cristaos
2016,municipal,MT,5108600,Vila Rica,Não cristãos,8647,8678,0.9964277483291081,cristaos_vs_nao_cristaos
2016,municipal,MT,5108808,Nova Guarita,Cristãos,48,2797,0.01716124419020379,cristaos_vs_nao_cristaos
2016,municipal,MT,5108808,Nova Guarita,Não cristãos,2749,2797,0.9828387558097962,cristaos_vs_nao_cristaos
2016,municipal,MT,5108857,Nova Marilândia,Cristãos,6,2129,0.0028182245185533112,cristaos_vs_nao_cristaos
2016,municipal,MT,5108857,Nova Marilândia,Não cristãos,2123,2129,0.9971817754814467,cristaos_vs_nao_cristaos
2016,municipal,MT,5108907,Nova Maringá,Não cristãos,3073,3073,1.0,cristaos_vs_nao_cristaos
2016,municipal,MT,5108956,Nova Monte Verde,Não cristãos,3854,3854,1.0,cristaos_vs_nao_cristaos
2016,municipal,PA,1500107,Abaetetuba,Cristãos,3042,81667,0.03724882755580589,cristaos_vs_nao_cristaos
2016,municipal,PA,1500107,Abaetetuba,Não cristãos,78625,81667,0.9627511724441941,cristaos_vs_nao_cristaos
2016,municipal,PA,1500131,Abel Figueiredo,Cristãos,61,4467,0.0136556973360197,cristaos_vs_nao_cristaos
2016,municipal,PA,1500131,Abel Figueiredo,Não cristãos,4406,4467,0.9863443026639803,cristaos_vs_nao_cristaos
2016,municipal,PA,1500206,Acará,Cristãos,1137,32008,0.03552236940764809,cristaos_vs_nao_cristaos
2016,municipal,PA,1500206,Acará,Não cristãos,30871,32008,0.9644776305923519,cristaos_vs_nao_cristaos
2016,municipal,PA,1500305,Afuá,Não cristãos,18350,18350,1.0,cristaos_vs_nao_cristaos
2016,municipal,PA,1500347,Água Azul Do Norte,Cristãos,253,7152,0.035374720357941834,cristaos_vs_nao_cristaos
2016,municipal,PA,1500347,Água Azul Do Norte,Não cristãos,6899,7152,0.9646252796420581,cristaos_vs_nao_cristaos
2016,municipal,PA,1500404,Alenquer,Cristãos,861,27932,0.030824860375196907,cristaos_vs_nao_cristaos
2016,municipal,PA,1500404,Alenquer,Não cristãos,27071,27932,0.9691751396248031,cristaos_vs_nao_cristaos
2016,municipal,PA,1500503,Almeirim,Cristãos,1046,16977,0.061612770218530954,cristaos_vs_nao_cristaos
2016,municipal,PA,1500503,Almeirim,Não cristãos,15931,16977,0.938387229781469,cristaos_vs_nao_cristaos
2016,municipal,PA,1500602,Altamira,Cristãos,1429,47867,0.029853552551862454,cristaos_vs_nao_cristaos
2016,municipal,PA,1500602,Altamira,Não cristãos,46438,47867,0.9701464474481375,cristaos_vs_nao_cristaos
2016,municipal,PA,1500701,Anajás,Cristãos,721,13560,0.053171091445427726,cristaos_vs_nao_cristaos
2016,municipal,PA,1500701,Anajás,Não cristãos,12839,13560,0.9468289085545722,cristaos_vs_nao_cristaos
2016,municipal,PA,1500800,Ananindeua,Cristãos,19754,223792,0.08826946450275255,cristaos_vs_nao_cristaos
2016,municipal,PA,1500800,Ananindeua,Não cristãos,204038,223792,0.9117305354972475,cristaos_vs_nao_cristaos
2016,municipal,PA,1500859,Anapu,Cristãos,612,12990,0.047113163972286376,cristaos_vs_nao_cristaos
2016,municipal,PA,1500859,Anapu,Não cristãos,12378,12990,0.9528868360277136,cristaos_vs_nao_cristaos
2016,municipal,PA,1500909,Augusto Corrêa,Cristãos,230,25453,0.009036262915962755,cristaos_vs_nao_cristaos
2016,municipal,PA,1500909,Augusto Corrêa,Não cristãos,25223,25453,0.9909637370840373,cristaos_vs_nao_cristaos
2016,municipal,PA,1500958,Aurora Do Pará,Cristãos,594,13957,0.04255928924553987,cristaos_vs_nao_cristaos
2016,municipal,PA,1500958,Aurora Do Pará,Não cristãos,13363,13957,0.9574407107544601,cristaos_vs_nao_cristaos
2016,municipal,PA,1501006,Aveiro,Cristãos,73,7831,0.009321925679989785,cristaos_vs_nao_cristaos
2016,municipal,PA,1501006,Aveiro,Não cristãos,7758,7831,0.9906780743200102,cristaos_vs_nao_cristaos
2016,municipal,PA,1501105,Bagre,Cristãos,1085,10596,0.10239713099282748,cristaos_vs_nao_cristaos
2016,municipal,PA,1501105,Bagre,Não cristãos,9511,10596,0.8976028690071726,cristaos_vs_nao_cristaos
2016,municipal,PA,1501204,Baião,Cristãos,561,18352,0.030568875326939842,cristaos_vs_nao_cristaos
2016,municipal,PA,1501204,Baião,Não cristãos,17791,18352,0.9694311246730601,cristaos_vs_nao_cristaos
2016,municipal,PA,1501253,Bannach,Não cristãos,2357,2357,1.0,cristaos_vs_nao_cristaos
2016,municipal,PA,1501303,Barcarena,Cristãos,1935,63608,0.03042070179851591,cristaos_vs_nao_cristaos
2016,municipal,PA,1501303,Barcarena,Não cristãos,61673,63608,0.9695792982014841,cristaos_vs_nao_cristaos
2016,municipal,PA,1501402,Belém,Cristãos,23658,715285,0.0330749281754825,cristaos_vs_nao_cristaos
2016,municipal,PA,1501402,Belém,Não cristãos,691627,715285,0.9669250718245175,cristaos_vs_nao_cristaos
2016,municipal,PA,1501451,Belterra,Cristãos,61,11836,0.005153768164920581,cristaos_vs_nao_cristaos
2016,municipal,PA,1501451,Belterra,Não cristãos,11775,11836,0.9948462318350794,cristaos_vs_nao_cristaos
2016,municipal,PA,1501501,Benevides,Cristãos,2329,31165,0.07473126905182095,cristaos_vs_nao_cristaos
2016,municipal,PA,1501501,Benevides,Não cristãos,28836,31165,0.9252687309481791,cristaos_vs_nao_cristaos
2016,municipal,PA,1501576,Bom Jesus Do Tocantins,Cristãos,583,7737,0.0753522036965232,cristaos_vs_nao_cristaos
2016,municipal,PA,1501576,Bom Jesus Do Tocantins,Não cristãos,7154,7737,0.9246477963034768,cristaos_vs_nao_cristaos
2016,municipal,PA,1501600,Bonito,Cristãos,35,9623,0.0036371194014340642,cristaos_vs_nao_cristaos
2016,municipal,PA,1501600,Bonito,Não cristãos,9588,9623,0.9963628805985659,cristaos_vs_nao_cristaos
2016,municipal,PA,1501709,Bragança,Cristãos,423,60087,0.0070397923011633135,cristaos_vs_nao_cristaos
2016,municipal,PA,1501709,Bragança,Não cristãos,59664,60087,0.9929602076988366,cristaos_vs_nao_cristaos
2016,municipal,PA,1501725,Brasil Novo,Cristãos,108,10293,0.010492567764500145,cristaos_vs_nao_cristaos
2016,municipal,PA,1501725,Brasil Novo,Não cristãos,10185,10293,0.9895074322354999,cristaos_vs_nao_cristaos
2016,municipal,PA,1501758,Brejo Grande Do Araguaia,Não cristãos,5115,5115,1.0,cristaos_vs_nao_cristaos
2016,municipal,PA,1501782,Breu Branco,Cristãos,1031,22323,0.04618554853738297,cristaos_vs_nao_cristaos
2016,municipal,PA,1501782,Breu Branco,Não cristãos,21292,22323,0.953814451462617,cristaos_vs_nao_cristaos
2016,municipal,PA,1501808,Breves,Cristãos,1410,43278,0.032580063773741855,cristaos_vs_nao_cristaos
2016,municipal,PA,1501808,Breves,Não cristãos,41868,43278,0.9674199362262581,cristaos_vs_nao_cristaos
2016,municipal,PA,1501907,Bujaru,Cristãos,550,15768,0.03488077118214104,cristaos_vs_nao_cristaos
2016,municipal,PA,1501907,Bujaru,Não cristãos,15218,15768,0.9651192288178589,cristaos_vs_nao_cristaos
2016,municipal,PA,1501956,Cachoeira Do Piriá,Cristãos,339,10150,0.033399014778325124,cristaos_vs_nao_cristaos
2016,municipal,PA,1501956,Cachoeira Do Piriá,Não cristãos,9811,10150,0.9666009852216749,cristaos_vs_nao_cristaos
2016,municipal,PA,1502004,Cachoeira Do Arari,Cristãos,363,13015,0.027890895121014215,cristaos_vs_nao_cristaos
2016,municipal,PA,1502004,Cachoeira Do Arari,Não cristãos,12652,13015,0.9721091048789858,cristaos_vs_nao_cristaos
2016,municipal,PA,1502103,Cametá,Cristãos,1099,68359,0.016076888193215233,cristaos_vs_nao_cristaos
2016,municipal,PA,1502103,Cametá,Não cristãos,67260,68359,0.9839231118067848,cristaos_vs_nao_cristaos
2016,municipal,PA,1502152,Canaã Dos Carajás,Cristãos,76,31680,0.002398989898989899,cristaos_vs_nao_cristaos
2016,municipal,PA,1502152,Canaã Dos Carajás,Não cristãos,31604,31680,0.9976010101010101,cristaos_vs_nao_cristaos
2016,municipal,PA,1502202,Capanema,Cristãos,412,36989,0.011138446565195057,cristaos_vs_nao_cristaos
2016,municipal,PA,1502202,Capanema,Não cristãos,36577,36989,0.988861553434805,cristaos_vs_nao_cristaos
2016,municipal,PA,1502301,Capitão Poço,Cristãos,123,30229,0.004068940421449601,cristaos_vs_nao_cristaos
2016,municipal,PA,1502301,Capitão Poço,Não cristãos,30106,30229,0.9959310595785504,cristaos_vs_nao_cristaos
2016,municipal,PA,1502400,Castanhal,Cristãos,3002,97684,0.030731747266696696,cristaos_vs_nao_cristaos
2016,municipal,PA,1502400,Castanhal,Não cristãos,94682,97684,0.9692682527333033,cristaos_vs_nao_cristaos
2016,municipal,PA,1502509,Chaves,Cristãos,446,9579,0.0465601837352542,cristaos_vs_nao_cristaos
2016,municipal,PA,1502509,Chaves,Não cristãos,9133,9579,0.9534398162647458,cristaos_vs_nao_cristaos
2016,municipal,PA,1502608,Colares,Cristãos,100,7962,0.012559658377292138,cristaos_vs_nao_cristaos
2016,municipal,PA,1502608,Colares,Não cristãos,7862,7962,0.9874403416227079,cristaos_vs_nao_cristaos
2016,municipal,PA,1502707,Conceição Do Araguaia,Cristãos,639,21877,0.02920875805640627,cristaos_vs_nao_cristaos
2016,municipal,PA,1502707,Conceição Do Araguaia,Não cristãos,21238,21877,0.9707912419435937,cristaos_vs_nao_cristaos
2016,municipal,PA,1502756,Concórdia Do Pará,Cristãos,368,16240,0.022660098522167486,cristaos_vs_nao_cristaos
2016,municipal,PA,1502756,Concórdia Do Pará,Não cristãos,15872,16240,0.9773399014778326,cristaos_vs_nao_cristaos
2016,municipal,PA,1502764,Cumaru Do Norte,Cristãos,158,5254,0.030072325846973735,cristaos_vs_nao_cristaos
2016,municipal,PA,1502764,Cumaru Do Norte,Não cristãos,5096,5254,0.9699276741530263,cristaos_vs_nao_cristaos
2016,municipal,PA,1502772,Curionópolis,Cristãos,526,11992,0.04386257505003335,cristaos_vs_nao_cristaos
2016,municipal,PA,1502772,Curionópolis,Não cristãos,11466,11992,0.9561374249499667,cristaos_vs_nao_cristaos
2016,municipal,PA,1502806,Curralinho,Cristãos,1017,15194,0.06693431617743846,cristaos_vs_nao_cristaos
2016,municipal,PA,1502806,Curralinho,Não cristãos,14177,15194,0.9330656838225615,cristaos_vs_nao_cristaos
2016,municipal,PA,1502855,Curuá,Cristãos,29,7759,0.003737595050908622,cristaos_vs_nao_cristaos
2016,municipal,PA,1502855,Curuá,Não cristãos,7730,7759,0.9962624049490914,cristaos_vs_nao_cristaos
2016,municipal,PA,1502905,Curuçá,Cristãos,159,23142,0.006870624837956961,cristaos_vs_nao_cristaos
2016,municipal,PA,1502905,Curuçá,Não cristãos,22983,23142,0.993129375162043,cristaos_vs_nao_cristaos
2016,municipal,PA,1502939,Dom Eliseu,Cristãos,656,21384,0.0306771417882529,cristaos_vs_nao_cristaos
2016,municipal,PA,1502939,Dom Eliseu,Não cristãos,20728,21384,0.9693228582117471,cristaos_vs_nao_cristaos
2016,municipal,PA,1502954,Eldorado Dos Carajás,Cristãos,1727,14006,0.12330429815793231,cristaos_vs_nao_cristaos
2016,municipal,PA,1502954,Eldorado Dos Carajás,Não cristãos,12279,14006,0.8766957018420677,cristaos_vs_nao_cristaos
2016,municipal,PA,1503002,Faro,Cristãos,0,4796,0.0,cristaos_vs_nao_cristaos
2016,municipal,PA,1503002,Faro,Não cristãos,4796,4796,1.0,cristaos_vs_nao_cristaos
2016,municipal,PA,1503044,Floresta Do Araguaia,Cristãos,503,9430,0.05334040296924708,cristaos_vs_nao_cristaos
2016,municipal,PA,1503044,Floresta Do Araguaia,Não cristãos,8927,9430,0.9466595970307529,cristaos_vs_nao_cristaos
2016,municipal,PA,1503077,Garrafão Do Norte,Cristãos,30,16064,0.0018675298804780877,cristaos_vs_nao_cristaos
2016,municipal,PA,1503077,Garrafão Do Norte,Não cristãos,16034,16064,0.9981324701195219,cristaos_vs_nao_cristaos
2016,municipal,PA,1503093,Goianésia Do Pará,Cristãos,1137,16628,0.06837863844118354,cristaos_vs_nao_cristaos
2016,municipal,PA,1503093,Goianésia Do Pará,Não cristãos,15491,16628,0.9316213615588165,cristaos_vs_nao_cristaos
2016,municipal,PA,1503101,Gurupá,Cristãos,582,13635,0.042684268426842684,cristaos_vs_nao_cristaos
2016,municipal,PA,1503101,Gurupá,Não cristãos,13053,13635,0.9573157315731573,cristaos_vs_nao_cristaos
2016,municipal,PA,1503200,Igarapé-Açu,Cristãos,56,22826,0.0024533426794006836,cristaos_vs_nao_cristaos
2016,municipal,PA,1503200,Igarapé-Açu,Não cristãos,22770,22826,0.9975466573205993,cristaos_vs_nao_cristaos
2016,municipal,PA,1503309,Igarapé-Miri,Cristãos,4675,35771,0.13069246037292778,cristaos_vs_nao_cristaos
2016,municipal,PA,1503309,Igarapé-Miri,Não cristãos,31096,35771,0.8693075396270722,cristaos_vs_nao_cristaos
2016,municipal,PA,1503408,Inhangapi,Cristãos,200,7249,0.027590012415505585,cristaos_vs_nao_cristaos
2016,municipal,PA,1503408,Inhangapi,Não cristãos,7049,7249,0.9724099875844944,cristaos_vs_nao_cristaos
2016,municipal,PA,1503457,Ipixuna Do Pará,Cristãos,90,14355,0.006269592476489028,cristaos_vs_nao_cristaos
2016,municipal,PA,1503457,Ipixuna Do Pará,Não cristãos,14265,14355,0.9937304075235109,cristaos_vs_nao_cristaos
2016,municipal,PA,1503507,Irituia,Cristãos,40,19156,0.0020881186051367718,cristaos_vs_nao_cristaos
2016,municipal,PA,1503507,Irituia,Não cristãos,19116,19156,0.9979118813948632,cristaos_vs_nao_cristaos
2016,municipal,PA,1503606,Itaituba,Cristãos,768,49635,0.015472952553641584,cristaos_vs_nao_cristaos
2016,municipal,PA,1503606,Itaituba,Não cristãos,48867,49635,0.9845270474463584,cristaos_vs_nao_cristaos
2016,municipal,PA,1503705,Itupiranga,Cristãos,434,22401,0.019374135083255212,cristaos_vs_nao_cristaos
2016,municipal,PA,1503705,Itupiranga,Não cristãos,21967,22401,0.9806258649167447,cristaos_vs_nao_cristaos
2016,municipal,PA,1503754,Jacareacanga,Cristãos,145,6214,0.023334406179594463,cristaos_vs_nao_cristaos
2016,municipal,PA,1503754,Jacareacanga,Não cristãos,6069,6214,0.9766655938204055,cristaos_vs_nao_cristaos
2016,municipal,PA,1503804,Jacundá,Cristãos,451,24710,0.018251719951436665,cristaos_vs_nao_cristaos
2016,municipal,PA,1503804,Jacundá,Não cristãos,24259,24710,0.9817482800485633,cristaos_vs_nao_cristaos
2016,municipal,PA,1503903,Juruti,Cristãos,632,23632,0.026743398781313474,cristaos_vs_nao_cristaos
2016,municipal,PA,1503903,Juruti,Não cristãos,23000,23632,0.9732566012186865,cristaos_vs_nao_cristaos
2016,municipal,PA,1504000,Limoeiro Do Ajuru,Cristãos,29,15994,0.0018131799424784293,cristaos_vs_nao_cristaos
2016,municipal,PA,1504000,Limoeiro Do Ajuru,Não cristãos,15965,15994,0.9981868200575216,cristaos_vs_nao_cristaos
2016,municipal,PA,1504059,Mãe Do Rio,Cristãos,514,18175,0.02828060522696011,cristaos_vs_nao_cristaos
2016,municipal,PA,1504059,Mãe Do Rio,Não cristãos,17661,18175,0.9717193947730399,cristaos_vs_nao_cristaos
2016,municipal,PA,1504109,Magalhães Barata,Cristãos,76,6770,0.011225997045790252,cristaos_vs_nao_cristaos
2016,municipal,PA,1504109,Magalhães Barata,Não cristãos,6694,6770,0.9887740029542097,cristaos_vs_nao_cristaos
2016,municipal,PA,1504208,Marabá,Cristãos,3944,112659,0.035008299381318844,cristaos_vs_nao_cristaos
2016,municipal,PA,1504208,Marabá,Não cristãos,108715,112659,0.9649917006186811,cristaos_vs_nao_cristaos
2016,municipal,PA,1504307,Maracanã,Cristãos,770,19881,0.03873044615461999,cristaos_vs_nao_cristaos
2016,municipal,PA,1504307,Maracanã,Não cristãos,19111,19881,0.96126955384538,cristaos_vs_nao_cristaos
2016,municipal,PA,1504406,Marapanim,Cristãos,296,17957,0.016483822464776966,cristaos_vs_nao_cristaos
2016,municipal,PA,1504406,Marapanim,Não cristãos,17661,17957,0.983516177535223,cristaos_vs_nao_cristaos
2016,municipal,PA,1504422,Marituba,Cristãos,4082,57708,0.07073542663062314,cristaos_vs_nao_cristaos
2016,municipal,PA,1504422,Marituba,Não cristãos,53626,57708,0.9292645733693768,cristaos_vs_nao_cristaos
2016,municipal,PA,1504455,Medicilândia,Cristãos,684,12898,0.05303147774848814,cristaos_vs_nao_cristaos
2016,municipal,PA,1504455,Medicilândia,Não cristãos,12214,12898,0.9469685222515118,cristaos_vs_nao_cristaos
2016,municipal,PA,1504505,Melgaço,Cristãos,1231,11430,0.10769903762029746,cristaos_vs_nao_cristaos
2016,municipal,PA,1504505,Melgaço,Não cristãos,10199,11430,0.8923009623797026,cristaos_vs_nao_cristaos
